# Инициализация MPU6050...
# MPU6050 OK
# Держите неподвижно. Калибровка гиро... 5 сек
# Держите неподвижно... 4 сек
# Держите неподвижно... 3 сек
# Держите неподвижно... 2 сек
# Держите неподвижно... 1 сек
# Держите неподвижно... 0 сек
# Калибровка гиро завершена.
# DMP готов. Начинайте движение.
# Ожидание фиксации ГНСС...
time_ms,lat,lon,ax,ay,az,gx,gy,gz,roll_deg,pitch_deg,yaw_deg
11068,55.982559,37.413028,0.215478,-0.914585,9.270349,-0.076336,-0.015267,-0.015267,-12.972709,2.019256,1.890861
11168,55.982559,37.413028,0.221464,-0.906205,9.271547,-0.076336,-0.015267,-0.015267,-12.986083,2.022564,1.918770
11268,55.982559,37.413028,0.215478,-0.902614,9.266758,-0.061069,-0.015267,-0.015267,-12.999455,2.025878,1.946674
11368,55.982559,37.413028,0.209493,-0.920571,9.254787,-0.076336,-0.015267,-0.015267,-13.012770,2.023041,1.980726
11468,55.982559,37.413028,0.225055,-0.919373,9.279926,-0.061069,-0.015267,-0.015267,-13.026713,2.034241,2.016739
11577,55.982559,37.413028,0.207098,-0.918176,9.272744,-0.061069,-0.015267,-0.015267,-13.033211,2.030544,2.043784
11677,55.982559,37.413028,0.210690,-0.919373,9.267955,-0.061069,-0.015267,-0.015267,-13.046662,2.026937,2.070879
11777,55.982559,37.413028,0.210690,-0.916979,9.267955,-0.076336,-0.015267,-0.015267,-13.052940,2.030987,2.105658
11877,55.982559,37.413028,0.209493,-0.916979,9.272744,-0.076336,-0.015267,-0.015267,-13.060235,2.027437,2.133090
11977,55.982559,37.413028,0.213084,-0.909797,9.259575,-0.061069,-0.015267,-0.015267,-13.066511,2.031496,2.167868
12077,55.982559,37.413028,0.211887,-0.921768,9.255984,-0.076336,-0.015267,-0.015267,-13.079872,2.034859,2.195748
12177,55.982559,37.413028,0.214281,-0.920571,9.279926,-0.076336,-0.015267,-0.015267,-13.093326,2.031280,2.222823
12277,55.982559,37.413028,0.215478,-0.916979,9.271547,-0.076336,-0.015267,-0.015267,-13.100393,2.035490,2.258011
12377,55.982559,37.413028,0.216675,-0.915782,9.263167,-0.076336,-0.015267,-0.015267,-13.099847,2.038673,2.285788
12477,55.982559,37.413028,0.213084,-0.918176,9.263167,-0.076336,-0.015267,-0.015267,-13.106215,2.035805,2.319755
12577,55.982559,37.413028,0.220267,-0.913388,9.282320,-0.076336,-0.015267,-0.015267,-13.112480,2.039888,2.354516
12677,55.982559,37.413028,0.214281,-0.912191,9.265561,-0.076336,-0.015267,-0.015267,-13.118882,2.043178,2.382332
12777,55.982559,37.413028,0.222661,-0.924162,9.265561,-0.076336,-0.015267,-0.015267,-13.125144,2.047268,2.417087
12877,55.982559,37.413028,0.222661,-0.909797,9.266758,-0.076336,-0.015267,-0.015267,-13.125388,2.050594,2.445311
12977,55.982559,37.413028,0.210690,-0.919373,9.276335,-0.061069,-0.015267,-0.015267,-13.131894,2.046946,2.472323
13077,55.982559,37.413028,0.216675,-0.918176,9.263167,-0.076336,-0.015267,-0.015267,-13.131199,2.050932,2.507035
13177,55.982559,37.413028,0.208296,-0.916979,9.267955,-0.076336,-0.015267,-0.015267,-13.137569,2.048086,2.540982
13277,55.982559,37.413028,0.217872,-0.918176,9.271547,-0.076336,-0.015267,-0.015267,-13.143962,2.051393,2.568786
13377,55.982559,37.413028,0.201113,-0.912191,9.263167,-0.061069,-0.015267,-0.015267,-13.143383,2.048436,2.602689
13534,55.982559,37.413028,nan,nan,nan,nan,nan,nan,nan,nan,nan
13634,55.982559,37.413028,0.209493,-0.915782,9.267955,-0.061069,-0.015267,-0.015267,-13.149836,2.043582,2.677960
13734,55.982559,37.413028,0.214281,-0.918176,9.254787,-0.061069,-0.015267,-0.015267,-13.149276,2.046774,2.705724
13834,55.982559,37.413028,0.207098,-0.919373,9.265561,-0.076336,-0.015267,-0.015267,-13.155651,2.043945,2.739655
13934,55.982559,37.413028,0.225055,-0.914585,9.266758,-0.076336,-0.015267,-0.015267,-13.155089,2.047139,2.767415
14034,55.982559,37.413028,0.211887,-0.921768,9.272744,-0.061069,-0.015267,-0.015267,-13.154657,2.043386,2.794370
14134,55.982559,37.413028,0.207098,-0.912191,9.260772,-0.076336,-0.015267,-0.015267,-13.153952,2.047377,2.829067
14234,55.982559,37.413028,0.210690,-0.914585,9.259575,-0.061069,-0.015267,-0.015267,-13.160472,2.043759,2.856047
14334,55.982559,37.413028,0.216675,-0.922965,9.261970,-0.076336,-0.015267,-0.015267,-13.160842,2.040148,2.883532
14434,55.982559,37.413028,0.209493,-0.906205,9.275137,-0.061069,-0.015267,-0.015267,-13.160134,2.044140,2.918228
14534,55.982559,37.413028,0.219069,-0.908600,9.265561,-0.061069,-0.015267,-0.015267,-13.159566,2.047334,2.945984
14635,55.982559,37.413028,0.220267,-0.918176,9.265561,-0.076336,-0.015267,-0.015267,-13.165948,2.044522,2.979896
14735,55.982559,37.413028,0.217872,-0.916979,9.267955,-0.076336,-0.015267,-0.015267,-13.165523,2.040771,3.006844
14835,55.982559,37.413028,0.213084,-0.902614,9.270349,-0.076336,-0.015267,-0.015267,-13.157861,2.044618,3.041512
14935,55.982559,37.413028,0.216675,-0.907402,9.252393,-0.076336,-0.015267,-0.015267,-13.164388,2.041013,3.068477
15035,55.982559,37.413028,0.213084,-0.915782,9.264364,-0.061069,-0.015267,-0.015267,-13.163818,2.044207,3.096225
15135,55.982559,37.413028,0.220267,-0.914585,9.258378,-0.076336,-0.015267,-0.015267,-13.163103,2.048199,3.130907
15235,55.982559,37.413028,0.220267,-0.910994,9.275137,-0.061069,-0.015267,-0.015267,-13.163328,2.051536,3.159235
15335,55.982559,37.413028,0.215478,-0.907402,9.276335,-0.076336,-0.015267,-0.015267,-13.162762,2.048581,3.193116
15435,55.982559,37.413028,0.210690,-0.919373,9.266758,-0.061069,-0.015267,-0.015267,-13.162199,2.045627,3.226994
15604,55.982559,37.413028,nan,nan,nan,nan,nan,nan,nan,nan,nan
15704,55.982559,37.413028,0.209493,-0.913388,9.261970,-0.076336,-0.015267,-0.015267,-13.167724,2.047623,3.302493
15804,55.982559,37.413028,0.213084,-0.921768,9.271547,-0.061069,-0.015267,-0.015267,-13.167163,2.044670,3.336364
15904,55.982559,37.413028,0.214281,-0.910994,9.267955,-0.061069,-0.015267,-0.015267,-13.166584,2.047863,3.364100
16004,55.982559,37.413028,0.208296,-0.910994,9.261970,-0.076336,-0.015267,-0.015267,-13.166825,2.045054,3.398593
16104,55.982559,37.413028,0.217872,-0.915782,9.263167,-0.076336,-0.015267,-0.015267,-13.173362,2.041471,3.425534
