time_ms,lat,lon,alt_m,speed_mps,sats,fix,ax,ay,az,gx,gy,gz,acc_nav_x,acc_nav_y,acc_nav_z,roll_deg,pitch_deg,yaw_deg
282532,55.590843,37.672473,208.699996,1.419867,15,1,1.134852,-1.114501,7.575254,9.114504,10.244275,-28.916028,-3.540500,5.048218,-14.485841,2637.9976,13.0829,-3745.6785
282632,55.590843,37.672473,208.699996,1.419867,15,1,2.738967,-0.304064,8.142681,-5.526718,19.053432,-10.106871,-5.598261,4.627181,-14.405164,2637.9461,13.0809,-3743.4642
282732,55.590843,37.672473,208.699996,1.419867,15,1,2.608483,-0.019154,10.220848,3.908397,-1.007634,-20.870231,-6.449294,6.358372,-15.214791,2638.5435,14.9718,-3742.5515
282832,55.590843,37.672473,208.699996,1.419867,15,1,3.713407,-0.135272,11.951855,-10.641222,-11.801527,-25.083967,-7.870984,7.236967,-16.312683,2637.5227,17.7392,-3742.3839
282932,55.590843,37.672473,208.699996,1.419867,15,1,3.695450,0.381875,9.659407,-12.061069,-23.511447,-7.893130,-6.966533,5.905223,-14.675128,2635.7663,19.5256,-3744.1901
283032,55.590843,37.672473,208.699996,1.419867,15,1,0.130484,-0.781707,5.391742,-0.244275,10.809160,-32.625949,-1.955036,4.155006,-12.741396,2636.5900,21.9940,-3741.6525
283132,55.590843,37.672473,208.699996,1.419867,15,1,1.572990,-1.547851,6.479907,-47.893131,-17.053434,-21.435113,-3.208517,4.417117,-13.936279,2631.5723,24.6741,-3742.2624
283232,55.590843,37.672473,208.699996,1.419867,15,1,1.388637,-2.082955,8.989030,4.183206,-4.854961,19.175573,-3.899451,6.573194,-15.159881,2631.4593,23.0693,-3743.5351
283332,55.590843,37.672473,208.699996,1.419867,15,1,1.285686,-1.720234,10.289082,-15.251909,4.549618,5.404580,-4.808838,7.737532,-15.049081,2630.0302,22.3999,-3743.2898
283432,55.590843,37.672473,208.699996,1.419867,15,1,7.165846,-0.427365,10.336966,11.618321,7.618320,54.671756,-10.136890,4.465026,-15.780917,2630.7152,17.0025,-3744.5410
283532,55.590843,37.672473,208.699996,1.419867,15,1,3.643975,-0.884657,8.965088,0.198473,0.015267,-2.091603,-6.559505,5.231361,-14.709682,2630.7581,17.1976,-3744.4622
283632,55.590843,37.672473,208.699996,1.419867,15,1,1.356315,-0.551863,7.006631,19.587783,14.824427,30.335876,-4.100620,4.741008,-13.262771,2632.8132,13.8355,-3744.1366
283732,55.590843,37.672473,208.699996,1.419867,15,1,0.762553,-0.228646,8.560468,7.206106,21.587785,19.770992,-4.699656,6.147420,-13.553360,2633.8351,11.1761,-3742.8767
283832,55.590843,37.672473,208.699996,1.419867,15,1,0.758962,-0.428562,11.037270,2.977099,6.503817,-8.992367,-5.891673,7.936826,-14.794235,2634.3221,11.7358,-3741.8999
283932,55.590843,37.672473,208.699996,1.419867,15,1,-1.844732,-0.571017,12.474988,-19.755725,3.267176,-30.229005,-4.815393,10.676027,-14.517156,2632.6670,14.3558,-3740.3242
284032,55.590843,37.672473,208.699996,1.419867,15,1,-1.487996,0.573411,8.152257,-10.793893,-18.488550,-34.152667,-3.247021,7.415048,-11.671093,2631.4879,18.2198,-3740.7267
284132,55.590843,37.672473,208.699996,1.419867,15,1,0.438139,-1.138443,6.262034,13.862596,10.366412,-109.465644,-2.721388,4.652172,-13.220216,2634.5115,28.0258,-3735.4897
284232,55.590843,37.672473,208.699996,1.419867,15,1,0.165200,-0.468066,6.556521,-36.396945,0.809160,-3.801527,-3.357405,5.055498,-12.337286,2630.9950,28.3381,-3735.2277
284332,55.590843,37.672473,208.699996,1.419867,15,1,0.266953,-1.501164,9.484630,-8.076335,10.167939,-2.595420,-4.590816,7.246325,-14.130786,2630.7494,28.2161,-3734.0435
284432,55.590847,37.672435,208.000000,1.419867,15,1,-1.187524,-2.049437,10.356120,-21.572517,-3.435115,4.992366,-4.095260,8.929864,-13.849668,2628.3249,27.8710,-3734.6087
284544,55.590847,37.672435,208.000000,1.419867,15,1,1.490391,-2.220622,10.260352,-2.687023,1.068702,5.358778,-5.680726,7.159106,-15.182875,2627.9843,27.2636,-3734.6937
284644,55.590847,37.672435,208.000000,1.419867,15,1,-0.409408,-1.012747,8.693346,-6.167939,-5.725190,-17.007633,-4.213157,7.108467,-12.719818,2627.3575,29.0580,-3734.7155
284744,55.590847,37.672435,208.000000,1.419867,15,1,2.296039,-0.503979,7.034164,7.679389,-17.221374,3.572519,-5.056112,4.266879,-13.158474,2627.1529,29.2308,-3736.7179
284844,55.590847,37.672435,208.000000,1.419867,15,1,2.206257,-0.535104,9.901222,-11.893130,12.030535,6.351145,-6.797138,6.418413,-13.780438,2626.5020,28.2691,-3735.6152
284944,55.590847,37.672435,208.000000,1.419867,15,1,2.252944,-0.044293,10.771513,14.748090,6.595419,-45.114498,-7.383747,6.993325,-14.011040,2629.0060,32.4074,-3733.4422
285044,55.590847,37.672435,208.000000,1.419867,15,1,4.047398,1.319205,14.079104,7.938931,7.114504,-31.725189,-10.962273,8.168633,-15.232966,2630.8828,35.1753,-3731.4217
285144,55.590847,37.672435,208.000000,1.419867,15,1,2.415750,-0.441730,10.505758,-15.664121,-26.274808,-37.038166,-6.844951,7.063400,-14.240265,2628.5167,39.5724,-3732.8098
285244,55.590847,37.672435,208.000000,1.419867,15,1,-0.940921,0.010774,3.766079,-10.442749,-6.091603,-22.045801,-1.658802,3.503208,-10.018092,2627.5737,41.8563,-3732.6508
285344,55.590847,37.672435,208.000000,1.419867,15,1,1.838747,-0.802058,8.416816,-18.076335,18.793893,-22.473279,-5.382530,5.671855,-13.511446,2627.9790,43.4313,-3729.3343
285444,55.590847,37.672435,208.000000,1.419867,15,1,0.017957,-1.333570,10.149022,-35.419845,-8.763360,-8.793892,-5.610955,8.133256,-12.480359,2623.9049,44.5382,-3730.1084
285544,55.590847,37.672435,208.000000,1.419867,15,1,-0.076614,-1.523909,9.929952,-24.396944,-25.175573,27.236639,-5.411941,8.191499,-11.937929,2618.4165,42.4994,-3734.4551
285644,55.590847,37.672435,208.000000,1.419867,15,1,2.431312,-1.289278,9.493010,-5.175572,-9.603054,16.335878,-6.617576,6.501135,-13.217470,2616.8093,41.0240,-3736.0679
285744,55.590847,37.672435,208.000000,1.419867,15,1,-0.311246,-0.888249,7.909245,13.603053,3.679389,-30.885496,-4.234266,6.622855,-11.091487,2618.8061,44.0471,-3735.0982
285844,55.590847,37.672435,208.000000,1.419867,15,1,0.210690,-1.260547,7.973889,0.961832,1.679389,-20.091600,-4.293809,6.565628,-11.722897,2619.3603,46.0069,-3734.4394
285944,55.590847,37.672435,208.000000,1.419867,15,1,1.752556,-0.365116,11.585542,-8.045802,23.664119,-22.687021,-8.068769,7.930794,-12.876994,2621.3564,47.8605,-3730.5465
286044,55.590847,37.672435,208.000000,1.419867,15,1,2.069787,-0.341174,10.383653,0.793893,23.251909,-35.587787,-7.454915,6.673643,-13.286218,2624.7297,50.8917,-3726.1043
286144,55.590847,37.672435,208.000000,1.419867,15,1,1.875857,0.693121,11.220427,15.496183,2.519084,-63.312973,-8.312026,7.128215,-12.968297,2628.5593,56.9509,-3723.1661
286244,55.590847,37.672435,208.000000,1.419867,15,1,3.108871,0.415394,9.967062,-13.694657,-26.656488,-25.832061,-7.690762,6.001356,-13.550426,2624.5696,60.2482,-3726.2921
286344,55.590847,37.672435,208.000000,1.419867,15,1,-2.746149,-1.351527,5.364209,-24.259542,10.458016,-40.320610,-2.099199,5.671132,-8.551928,2625.6889,63.8875,-3722.2086
286494,55.590847,37.672435,208.000000,1.419867,15,1,-0.924162,-1.564611,7.787141,5.664122,10.687023,-14.534351,-4.016598,6.853861,-10.719434,2630.8899,65.5530,-3717.3626
286594,55.590847,37.672435,208.000000,1.419867,15,1,1.079785,-0.926556,10.885238,-3.847328,3.053435,-0.931298,-7.018877,7.900548,-12.778107,2631.2057,65.5311,-3716.5930
286694,55.590847,37.672435,208.000000,1.419867,15,1,1.404199,-1.174356,10.723629,-27.664121,-13.938931,36.595420,-7.227681,7.612647,-12.662406,2622.6748,62.6235,-3722.9263
286794,55.590847,37.672435,208.000000,1.419867,15,1,2.523488,-0.858321,8.288726,-8.290077,-16.717557,26.244274,-6.136032,5.310908,-12.961179,2617.5841,60.4299,-3727.7255
286894,55.590847,37.672435,208.000000,1.419867,15,1,-0.429759,-0.902614,6.815095,4.198473,-12.946565,22.900760,-4.070822,5.539634,-10.237685,2615.2094,58.3307,-3730.9385
286994,55.590847,37.672435,208.000000,1.419867,15,1,0.857124,-0.764947,9.336190,8.534352,11.755724,18.366413,-6.354063,6.691772,-11.631566,2617.6903,56.3949,-3729.0263
287094,55.590847,37.672435,208.000000,1.419867,15,1,-0.611719,-1.033098,9.836578,3.251908,13.328245,-4.320611,-6.072973,7.767051,-10.802482,2620.0902,56.6447,-3726.5354
287194,55.590847,37.672435,208.000000,1.419867,15,1,-0.975637,0.174777,10.559627,-3.847328,-18.748090,-30.992364,-7.176846,7.805867,-9.584275,2617.7262,60.0245,-3728.9049
287294,55.590847,37.672435,208.000000,1.419867,15,1,-2.497152,-0.650026,9.002199,-3.694656,-18.030534,-50.122135,-5.120475,7.667466,-8.166959,2615.4274,65.2336,-3731.1322
287394,55.590847,37.672435,208.000000,1.419867,15,1,2.160767,-0.488417,7.940370,1.969466,-11.572519,-28.122138,-5.663791,5.497657,-12.184503,2613.7037,68.1427,-3733.2474
287494,55.590847,37.672435,208.000000,1.419867,15,1,1.418565,-1.312023,7.603985,-21.358776,-15.145038,-31.633586,-4.812682,5.960879,-11.497902,2608.3096,71.3973,-3736.7580
287594,55.590847,37.672435,208.000000,1.419867,15,1,1.201889,-1.124078,7.955932,-27.297708,5.206107,0.366412,-5.431942,5.883998,-11.176873,2607.1290,71.3760,-3735.1233
287694,55.590847,37.672435,208.000000,1.419867,15,1,1.581370,-1.914164,12.231977,2.702290,-5.969466,9.786259,-8.136445,9.286679,-11.634729,2605.7756,70.3687,-3736.8367
287794,55.590847,37.672435,208.000000,1.419867,15,1,3.937265,-1.984793,12.919113,-12.183207,-2.412214,25.832061,-9.505693,8.980429,-13.723109,2604.4163,67.7747,-3736.9864
287894,55.590847,37.672435,208.000000,1.419867,15,1,3.679888,-0.635661,7.685388,5.587786,-18.824426,27.984733,-6.438001,4.692963,-12.895187,2601.0564,64.8064,-3741.2196
287994,55.590847,37.672435,208.000000,1.419867,15,1,-0.800860,-1.768118,7.103596,7.267175,-13.709923,0.931298,-3.706198,6.338462,-9.243899,2598.9350,64.5012,-3744.3672
288094,55.590847,37.672435,208.000000,1.419867,15,1,2.323573,-0.434548,8.577228,22.549617,14.076336,6.641221,-6.488371,5.779795,-11.717586,2604.3536,64.1196,-3740.8621
288194,55.590847,37.672435,208.000000,1.419867,15,1,1.403002,-1.064223,9.952697,-6.580152,19.557250,-10.595419,-6.868792,7.253591,-11.343620,2607.4923,65.3665,-3736.6421
288294,55.590847,37.672435,208.000000,1.419867,15,1,-0.547075,-0.195127,10.437522,-9.114504,-16.778625,-32.122138,-7.203636,7.518171,-8.877150,2602.6188,68.5022,-3741.0009
288394,55.590847,37.672435,208.000000,1.419867,15,1,-1.576582,0.031125,8.328231,8.305344,-13.664122,-34.519084,-5.455210,6.168282,-7.796926,2598.8829,71.7499,-3745.9087
288526,55.590881,37.672374,206.399993,1.419867,15,1,0.932542,-0.154426,6.429629,-8.320611,-6.290076,-26.916028,-4.682303,4.482922,-10.268228,2593.2364,75.0761,-3750.6978
288626,55.590881,37.672374,206.399993,1.419867,15,1,1.266533,-0.547075,8.876503,-23.755725,33.022899,-12.732824,-6.517968,6.090030,-10.866524,2601.3465,77.2477,-3739.8461
288726,55.590881,37.672374,206.399993,1.419867,15,1,-0.465672,-1.778892,9.964668,-11.389312,45.267173,-24.900760,-6.527595,7.749884,-9.882208,2618.3260,80.3905,-3721.2694
288826,55.590881,37.672374,206.399993,1.419867,15,1,-1.291672,-1.696292,11.473015,-21.038167,14.961832,0.305343,-8.030283,8.453077,-9.320913,2624.9400,80.1437,-3712.4275
288926,55.590881,37.672374,206.399993,1.419867,15,1,3.902549,-1.007959,10.025720,-6.625954,17.496183,6.076336,-7.643266,5.980726,-14.557684,2633.1055,79.1055,-3703.4672
289026,55.590881,37.672374,206.399993,1.419867,15,1,1.581370,-1.750161,7.474698,2.244275,-13.923665,-5.328244,-5.034501,5.576640,-12.040433,2627.7624,80.1420,-3709.1369
289126,55.590881,37.672374,206.399993,1.419867,15,1,1.322796,-0.523133,5.663484,5.160305,2.717557,19.374046,-4.291528,3.565277,-11.530046,2626.3665,78.2140,-3711.0775
289226,55.590881,37.672374,206.399993,1.419867,15,1,1.035492,-1.003170,9.825804,1.374046,9.694657,18.106870,-7.298910,6.437696,-11.783264,2628.5166,76.2035,-3709.0214
289326,55.590881,37.672374,206.399993,1.419867,15,1,0.192733,-1.288081,10.681732,-2.076336,9.648856,9.297710,-7.784484,7.280666,-11.286315,2630.8325,75.0155,-3706.4230
289426,55.590881,37.672374,206.399993,1.419867,15,1,-4.322731,-0.572214,9.488222,-13.877862,-15.343511,-16.870229,-7.045754,6.867288,-6.308437,2626.3285,77.1379,-3709.6488
289526,55.590881,37.672374,206.399993,1.419867,15,1,-2.607286,-0.791284,9.400834,9.450382,-16.351144,-35.786254,-6.894377,6.628283,-7.725023,2624.8077,81.0319,-3712.1782
289626,55.590881,37.672374,206.399993,1.419867,15,1,0.474052,-0.726640,7.498640,17.603054,1.923664,-25.770992,-5.421706,5.180534,-10.672387,2631.9199,83.4742,-3706.7600
289726,55.590881,37.672374,206.399993,1.419867,15,1,-1.452083,-0.842759,7.255628,-0.305343,-10.366412,-9.679389,-5.091817,5.304536,-8.624188,2626.6412,84.7592,-3712.0425
289826,55.590881,37.672374,206.399993,1.419867,15,1,2.887407,-0.776918,10.575189,-21.969465,21.755723,31.770988,-8.128903,6.398225,-13.515961,2637.2498,81.0921,-3699.1831
289926,55.590881,37.672374,206.399993,1.419867,15,1,-0.360327,-2.312799,11.484986,-22.061067,18.641222,-3.755725,-8.213205,8.293129,-10.879528,2646.7143,80.5725,-3687.3701
290026,55.590881,37.672374,206.399993,1.419867,15,1,2.511518,-2.120066,11.365276,-14.183207,-19.022901,45.038162,-8.612587,7.413798,-13.097675,2619.8963,78.0993,-3713.1174
290126,55.590881,37.672374,206.399993,1.419867,15,1,0.398635,-1.198298,8.582016,14.610687,-4.320611,-19.312974,-6.439747,5.745352,-10.682099,2620.9128,80.0761,-3713.5718
290226,55.590881,37.672374,206.399993,1.419867,15,1,1.629254,-0.124498,6.181829,0.396947,-6.610687,28.320608,-5.202893,3.297381,-11.521923,2614.1779,77.4204,-3720.4493
290326,55.590881,37.672374,206.399993,1.419867,15,1,1.702277,-0.140061,8.562863,-1.053435,15.862595,11.206108,-7.172546,4.529289,-11.875492,2620.7962,76.1872,-3713.5603
290428,55.590881,37.672374,206.399993,1.419867,15,1,3.311181,-0.610521,12.461820,11.938932,3.694656,-19.312974,-10.061492,7.011266,-13.836804,2625.0205,78.0517,-3710.4642
290579,55.590904,37.672355,204.800003,1.419867,15,1,0.779313,1.103727,10.114306,1.984733,-31.022899,-25.999998,-8.869338,5.008312,-10.420158,2608.7479,83.0576,-3727.4035
290679,55.590904,37.672355,204.800003,1.419867,15,1,1.019930,-0.138864,6.356606,6.961832,-2.519084,-49.893131,-5.024501,3.898564,-10.817378,2606.4804,88.0402,-3730.3891
290779,55.590904,37.672355,204.800003,1.419867,15,1,-3.707421,-1.805228,7.614758,-38.793891,-3.648855,-19.480916,-5.401248,5.662549,-6.098494,2588.4623,89.9622,-3744.5360
290879,55.590904,37.672355,204.800003,1.419867,15,1,0.252588,-0.948104,9.182961,-25.007633,19.129770,12.458016,-7.429029,5.477632,-10.114155,5980.5010,89.5057,-349.9958
290979,55.590904,37.672355,204.800003,1.419867,15,1,-0.875081,-2.140416,12.746730,-24.259542,3.984733,-0.595420,-10.251071,7.889873,-9.105428,5953.3258,89.1640,-374.7460
291079,55.590904,37.672355,204.800003,1.419867,15,1,1.754950,-1.391031,10.688914,-3.832061,-0.061069,21.511449,-8.826273,6.197087,-11.527323,5809.5815,89.6658,-518.1224
291179,55.590904,37.672355,204.800003,1.419867,15,1,3.499126,-1.169568,7.900866,-0.931298,-15.114503,17.801527,-6.605446,4.637561,-13.107645,5810.0847,87.3305,-517.5261
291279,55.590904,37.672355,204.800003,1.419867,15,1,-0.197522,-0.638055,5.561730,1.282443,-3.587786,27.053432,-4.616931,3.165053,-9.593664,5841.5422,85.0253,-486.1627
291379,55.590904,37.672355,204.800003,1.419867,15,1,0.648829,-0.836773,9.985018,4.793893,8.885497,15.893130,-8.443360,5.370309,-10.638044,5854.8043,83.5840,-473.3317
291479,55.590904,37.672355,204.800003,1.419867,15,1,1.339556,-0.924162,11.597514,0.030534,6.793893,7.221374,-9.853180,6.096559,-11.508891,5860.2900,82.8075,-467.8145
291579,55.590904,37.672355,204.800003,1.419867,15,1,0.582988,0.035913,13.162124,-6.259541,-21.877861,14.656488,-11.714456,6.023773,-10.068083,5840.5319,81.7562,-487.0984
291679,55.590904,37.672355,204.800003,1.419867,15,1,-1.262941,0.274136,8.010999,2.030534,-18.824426,-0.015267,-7.032197,3.658672,-8.072119,5827.9172,81.4481,-500.0499
291779,55.590904,37.672355,204.800003,1.419867,15,1,-0.565032,-0.600945,5.513846,9.893130,-8.076335,-34.061069,-4.463149,3.237954,-8.982725,5815.4145,84.3007,-513.6937
291879,55.590904,37.672355,204.800003,1.419867,15,1,-1.508347,-1.371878,8.601170,-21.709920,-8.122138,-10.412214,-6.881957,5.165702,-7.783910,5800.6213,84.6969,-526.3786
291979,55.590904,37.672355,204.800003,1.419867,15,1,1.651999,-1.023521,10.424355,-14.656488,11.587787,13.557251,-9.084511,5.331726,-11.026584,5818.3694,84.6938,-507.0823
292079,55.590904,37.672355,204.800003,1.419867,15,1,-0.350751,-2.091335,11.122264,-12.427480,1.419847,21.297710,-9.254170,6.499623,-9.243879,5830.4543,82.9548,-493.6973
292179,55.590904,37.672355,204.800003,1.419867,15,1,1.805228,-1.453280,10.383653,-13.832061,-8.259542,12.961832,-9.181753,5.199077,-11.169046,5826.2818,81.4570,-496.5077
292279,55.590904,37.672355,204.800003,1.419867,15,1,0.591368,-0.978031,8.432379,-14.106870,-0.152672,-6.946565,-7.533897,3.952253,-9.983754,5822.9180,82.0869,-498.4828
292381,55.590904,37.672355,204.800003,1.419867,15,1,0.684742,-0.994791,7.808689,3.603053,-1.740458,-1.053435,-6.933605,3.778120,-10.098245,5821.7964,82.1017,-499.9862
292527,55.590908,37.672355,204.899993,1.419867,15,1,1.224634,-0.307655,9.454703,1.114504,7.541985,-1.068702,-8.747431,3.715878,-10.619352,5828.4224,82.7596,-493.4610
292627,55.590908,37.672355,204.899993,1.419867,15,1,-3.096900,-0.623690,11.111491,-9.908396,-17.175571,-42.656490,-9.929396,4.664332,-6.187794,5802.5119,86.0947,-518.5810
292727,55.590908,37.672355,204.899993,1.419867,15,1,-1.225831,0.239420,9.795877,0.458015,-20.412214,-44.274806,-9.173107,3.291473,-8.213068,5734.5448,87.5819,-586.7522
292827,55.590908,37.672355,204.899993,1.419867,15,1,1.731008,-0.712275,8.252814,0.549618,-8.946564,-33.404579,-7.378492,3.805066,-11.447380,5672.2822,85.3383,-649.1253
292927,55.590908,37.672355,204.899993,1.419867,15,1,-0.320823,-0.600945,7.669825,-27.954196,-8.656489,4.244274,-7.083018,2.983930,-9.340500,5680.3016,85.7279,-638.2745
293027,55.590908,37.672355,204.899993,1.419867,15,1,0.707487,-0.531513,9.745598,-15.725190,22.015264,31.908395,-9.156069,3.375771,-10.534868,5657.3715,89.2610,-659.6917
293127,55.590908,37.672355,204.899993,1.419867,15,1,-1.272518,-1.881842,10.957064,-19.603054,2.442748,-4.091603,-10.105202,4.652515,-8.599642,5643.8661,88.8084,-671.2378
293227,55.590908,37.672355,204.899993,1.419867,15,1,0.594959,-1.736993,11.318589,-20.992364,3.969466,9.511451,-10.631228,4.242087,-10.487286,5604.4938,89.4874,-708.5189
293327,55.590908,37.672355,204.899993,1.419867,15,1,1.444901,-1.298854,9.036914,-4.534351,-0.259542,-27.786258,-8.520027,3.191311,-11.439210,5887.8798,88.3590,-424.6681
293427,55.590908,37.672355,204.899993,1.419867,15,1,0.994791,-0.402226,5.456386,-3.664122,-2.351145,42.778625,-5.312582,1.528168,-10.410567,5789.3489,85.1269,-522.8729
293527,55.590908,37.672355,204.899993,1.419867,15,1,3.038242,-0.209493,10.162190,8.183206,16.167938,47.893131,-9.938435,2.163033,-12.822227,5848.4264,84.1888,-464.4022
293627,55.590908,37.672355,204.899993,1.419867,15,1,4.040215,-0.501585,13.165716,4.213740,9.694657,-6.091603,-12.735805,3.122388,-14.044687,5858.2055,84.8243,-454.9962
293727,55.590908,37.672355,204.899993,1.419867,15,1,3.822343,0.131681,13.338098,-7.923664,-1.267176,-9.572520,-13.079008,2.453615,-13.737532,5857.5369,85.7899,-454.8720
293827,55.590908,37.672355,204.899993,1.419867,15,1,1.280898,1.142034,9.106347,6.854961,-32.580150,7.984733,-9.189150,0.918040,-10.572953,5812.9232,85.4256,-500.2937
293927,55.590908,37.672355,204.899993,1.419867,15,1,-1.669956,0.059855,4.272453,0.290076,-3.480916,-51.190834,-4.149633,0.929577,-8.085422,5770.9070,89.2999,-542.4732
294027,55.590908,37.672355,204.899993,1.419867,15,1,0.612916,-1.367089,10.358514,-31.725189,6.931298,-14.824427,-9.952826,3.179967,-10.416948,5659.3367,90.2610,-650.8792
294127,55.590908,37.672355,204.899993,1.419867,15,1,1.757344,-0.063446,10.524911,2.183206,24.534351,6.778625,-10.338525,1.981910,-11.553922,6216.2685,90.4732,-94.1599
294227,55.590908,37.672355,204.899993,1.419867,15,1,0.369904,-2.135628,12.842498,-23.129768,-25.664119,40.595417,-12.414020,3.897484,-10.380428,6576.4825,86.7182,268.3795
294327,55.590908,37.672355,204.899993,1.419867,15,1,1.233014,-0.712275,8.628704,11.129771,-13.587786,49.496181,-8.482673,1.976617,-10.593694,6544.3053,81.9536,235.0346
294432,55.590908,37.672355,204.899993,1.419867,15,1,-2.026692,-1.243788,8.042124,-3.511450,-6.549618,6.503817,-7.540484,2.753982,-7.380350,6541.6474,81.0401,232.7226
294532,55.590908,37.672355,204.899993,1.419867,15,1,-1.009156,-0.732626,7.696161,0.748092,6.992366,-16.793891,-7.393032,2.046880,-8.414031,6540.5667,82.8501,231.5529
294632,55.590908,37.672355,204.899993,1.419867,15,1,3.885789,0.501585,10.485406,1.358778,-8.580153,-20.854959,-10.709016,0.979212,-12.913546,6526.5757,84.2447,217.3153
294732,55.590908,37.672355,204.899993,1.419867,15,1,2.542642,0.586579,10.229228,15.114503,32.351146,-39.160305,-10.183065,1.321941,-12.256930,6524.6914,89.3127,213.9023
294832,55.590908,37.672355,204.899993,1.419867,15,1,2.148796,1.642422,8.948329,0.381679,0.580153,-26.473279,-9.119564,0.030724,-11.860931,6371.2490,91.2158,60.4107
294932,55.590908,37.672355,204.899993,1.419867,15,1,1.669956,-0.663194,9.204509,0.229008,2.183206,-20.412214,-8.896290,2.401301,-11.550593,6350.0948,89.2127,39.2288
295032,55.590908,37.672355,204.899993,1.419867,15,1,-0.005986,-0.730232,7.596802,-28.641220,16.167938,-18.030534,-7.414573,1.785016,-10.093864,6341.1499,86.7924,33.1474
295132,55.590908,37.672355,204.899993,1.419867,15,1,-1.655591,-0.603339,7.660248,-12.167939,11.572519,14.610687,-7.612815,1.511235,-8.563423,6306.7139,86.8824,-0.1239
295232,55.590908,37.672355,204.899993,1.419867,15,1,1.514333,-0.075417,11.830948,-15.297710,-11.923664,0.900763,-11.715839,1.170086,-11.714592,6306.1011,88.0771,0.7944
295332,55.590908,37.672355,204.899993,1.419867,15,1,1.980005,-1.328782,13.141774,-18.656486,-32.870223,43.267169,-13.006633,2.187609,-11.912394,6186.4971,91.8054,-117.0102
295432,55.590908,37.672355,204.899993,1.419867,15,1,2.965219,-1.319205,8.883686,10.916030,-5.374045,60.152667,-8.930759,2.023905,-12.172670,6127.1182,86.0748,-177.5108
295532,55.590908,37.672355,204.899993,1.419867,15,1,-2.549825,-0.584185,4.900931,7.770992,-11.465649,55.862590,-4.789386,1.279078,-7.299113,6206.6121,84.2449,-98.6089
295632,55.590908,37.672355,204.899993,1.419867,15,1,0.290895,-0.737414,9.627085,1.557252,-1.374046,32.778621,-9.522604,1.587017,-10.139157,6207.3288,80.9646,-98.0450
295732,55.590908,37.672355,204.899993,1.419867,15,1,0.614113,-0.518345,10.996569,0.641221,-3.053435,8.000000,-10.914404,1.463077,-10.359401,6205.7093,80.1513,-99.7498
295832,55.590908,37.672355,204.899993,1.419867,15,1,-2.537854,1.385046,9.526529,2.106870,-4.061069,-17.129768,-9.530998,-0.052403,-6.930691,6202.8491,81.8290,-102.8666
295932,55.590908,37.672355,204.899993,1.419867,15,1,-1.462857,1.018733,7.407660,-5.923664,-14.656488,-54.320610,-7.432245,-0.261971,-8.150056,6187.4192,87.0364,-117.8564
296032,55.590908,37.672355,204.899993,1.419867,15,1,0.822408,-0.140061,6.596025,8.625955,12.748091,-45.419845,-6.526573,0.866657,-10.732001,6177.3301,91.7197,-128.8227
296132,55.590908,37.672355,204.899993,1.419867,15,1,0.760159,-0.102951,9.136274,-21.557249,2.015267,-12.427480,-9.091314,0.776874,-10.703541,6191.8676,92.8746,-112.1220
296232,55.590908,37.672355,204.899993,1.419867,15,1,-2.085350,-0.693121,8.804677,1.038168,7.297709,11.603053,-8.779797,1.273037,-7.897205,6170.9685,91.9991,-133.1513
296332,55.590908,37.672355,204.899993,1.419867,15,1,-1.753753,-0.915782,9.909602,-36.045803,-9.618321,-1.145038,-9.916214,0.960425,-8.115259,6190.8355,91.4823,-109.6655
296432,55.590934,37.672336,203.600006,1.419867,15,1,1.054646,-1.096544,10.047267,-4.198473,2.763359,13.847329,-10.041886,1.115747,-10.891961,6162.7614,90.2650,-137.3290
296546,55.590934,37.672336,203.600006,1.419867,15,1,-0.378284,-0.494403,6.435614,-27.160305,-15.587786,-15.083970,-6.452012,0.156114,-9.416991,6693.4407,90.1279,396.4523
296646,55.590934,37.672336,203.600006,1.419867,15,1,3.294421,-1.270124,9.451111,-2.015267,-11.282443,-4.259542,-9.542798,0.769795,-12.989785,6255.3489,90.8346,-41.4391
296747,55.590934,37.672336,203.600006,1.419867,15,1,1.878251,-0.013168,9.315839,0.167939,16.137403,10.473283,-9.289046,-0.538652,-11.739610,6228.3922,88.9317,-68.4156
296847,55.590934,37.672336,203.600006,1.419867,15,1,2.085350,0.881066,12.723985,13.938931,-4.274809,-6.412214,-12.687917,-1.291148,-11.898172,6218.8825,89.6750,-79.3211
296947,55.590934,37.672336,203.600006,1.419867,15,1,4.622006,1.976413,11.905168,-12.442749,-16.137403,8.152672,-11.717098,-2.631948,-14.579975,5914.3292,89.1187,-382.6350
297047,55.590934,37.672336,203.600006,1.419867,15,1,1.055843,1.164779,7.762002,-3.740458,-0.946565,-21.450380,-7.678125,-1.628752,-10.861993,6036.9736,90.1333,-259.6020
297147,55.590934,37.672336,203.600006,1.419867,15,1,-0.939724,-0.577003,5.397728,-10.030535,7.145038,-55.923660,-5.486471,0.183760,-9.341515,6632.7938,84.6690,337.2229
297247,55.590934,37.672336,203.600006,1.419867,15,1,-1.268927,-1.905785,10.777500,-20.625953,-10.977099,-28.900762,-10.976815,0.657177,-9.117915,6652.8983,86.9666,359.4863
297347,55.590934,37.672336,203.600006,1.419867,15,1,0.112527,-0.058658,8.889672,4.778625,17.816793,2.717557,-8.804578,-0.888719,-10.662199,6652.4440,85.1650,358.5528
