time_ms,lat,lon,alt_m,speed_mps,sats,fix,ax,ay,az,gx,gy,gz,acc_nav_x,acc_nav_y,acc_nav_z,roll_deg,pitch_deg,yaw_deg
442,nan,nan,nan,nan,0,0,1.001973,-0.111330,9.311051,-5.954198,-3.938931,-0.793893,0.995557,-0.101792,-0.494802,-0.0595,-0.0394,-0.0079
542,nan,nan,nan,nan,0,0,0.979228,-0.057461,9.141062,-3.358778,2.732824,-0.717557,1.016531,0.004199,-0.669481,-0.3954,0.2338,-0.0800
642,nan,nan,nan,nan,0,0,0.906205,-0.256180,9.301474,-4.503816,-1.007634,0.213740,0.927713,-0.119809,-0.504540,-0.8457,0.1332,-0.0579
742,nan,nan,nan,nan,0,0,0.998382,-0.223858,9.374497,-4.167939,-1.938931,-0.152672,0.988394,-0.018471,-0.428441,-1.2625,-0.0609,-0.0703
842,nan,nan,nan,nan,0,0,0.919373,-0.150835,9.211691,-5.221374,-0.320611,-0.274809,0.904560,0.134576,-0.593241,-1.7846,-0.0936,-0.0971
942,nan,nan,nan,nan,0,0,1.000776,-0.098162,9.042901,-4.778625,1.038168,-0.625954,1.002812,0.256035,-0.767067,-2.2623,0.0083,-0.1629
1042,nan,nan,nan,nan,0,0,1.057040,-0.254982,9.435549,-5.923664,-3.312977,0.488550,1.004559,0.213487,-0.364340,-2.8547,-0.3208,-0.1010
1142,nan,nan,nan,nan,0,0,0.946907,-0.067038,9.425972,-5.816794,-1.877863,0.717557,0.864108,0.497851,-0.385634,-3.4368,-0.5048,-0.0200
1242,nan,nan,nan,nan,0,0,0.895431,-0.241814,9.068039,-6.931298,-3.206107,0.259542,0.764948,0.412285,-0.732815,-4.1304,-0.8233,0.0252
1342,nan,nan,nan,nan,0,0,0.940921,-0.209493,9.012972,-5.221374,-2.320611,-0.290076,0.774638,0.522408,-0.790558,-4.6523,-1.0569,0.0129
1442,nan,nan,nan,nan,0,0,0.967257,-0.287304,9.301474,-5.145038,-1.404580,0.091603,0.772810,0.552030,-0.498934,-5.1672,-1.1961,0.0335
1542,nan,nan,nan,nan,0,0,0.916979,-0.199916,9.258378,-6.503817,-2.351145,-0.503817,0.685496,0.739515,-0.555618,-5.8170,-1.4348,0.0045
1642,nan,nan,nan,nan,0,0,0.969652,-0.146046,9.150639,-5.236641,0.625954,-0.076336,0.751164,0.865260,-0.675230,-6.3403,-1.3733,-0.0095
1742,nan,nan,nan,nan,0,0,0.931344,-0.264559,9.143457,-4.809160,-0.870229,-0.839695,0.698675,0.822000,-0.675584,-6.8194,-1.4691,-0.0833
1842,nan,nan,nan,nan,0,0,0.937330,-0.286107,9.260772,-3.419847,1.022901,-1.007634,0.717962,0.867714,-0.562520,-7.1586,-1.3795,-0.1956
1942,nan,nan,nan,nan,0,0,0.933739,-0.167594,9.306262,-6.870229,-4.427481,-0.122137,0.642637,1.102774,-0.539645,-7.8466,-1.8203,-0.1525
2042,nan,nan,nan,nan,0,0,0.939724,-0.197522,8.998607,-5.022900,-0.427481,-1.465649,0.651429,1.107181,-0.848591,-8.3445,-1.8826,-0.2919
2142,nan,nan,nan,nan,0,0,0.938527,-0.217872,9.238028,-4.900763,-0.366412,-0.641221,0.637064,1.199330,-0.618330,-8.8326,-1.9282,-0.3501
2245,nan,nan,nan,nan,0,0,1.028310,-0.064643,9.418790,-5.633588,-0.763359,-0.106870,0.710774,1.472358,-0.473796,-9.4129,-2.0076,-0.3489
2345,nan,nan,nan,nan,0,0,0.924162,-0.243011,9.149442,-5.969466,1.129771,-0.473282,0.632651,1.346129,-0.728483,-10.0076,-1.9039,-0.4141
2445,nan,nan,nan,nan,0,0,0.922965,-0.197522,9.136274,-5.236641,1.038168,-0.152672,0.650053,1.470459,-0.763555,-10.5302,-1.8043,-0.4472
2545,nan,nan,nan,nan,0,0,0.908600,-0.093374,9.263167,-5.801526,-2.122137,-0.396947,0.600188,1.688740,-0.672731,-11.1103,-2.0202,-0.4474
2646,nan,nan,nan,nan,0,0,0.909797,-0.167594,9.226057,-6.045802,-1.816794,-0.656488,0.573191,1.705249,-0.710523,-11.7199,-2.2130,-0.4772
2746,nan,nan,nan,nan,0,0,1.054646,-0.208296,9.329008,-5.160305,-2.335878,-0.396947,0.676579,1.768182,-0.608725,-12.2363,-2.4498,-0.4686
2846,nan,nan,nan,nan,0,0,0.937330,-0.198719,9.296686,-4.259542,1.175572,0.091603,0.581120,1.839015,-0.661883,-12.6615,-2.3330,-0.4846
2946,nan,nan,nan,nan,0,0,1.023521,-0.190339,9.279926,-4.687023,-0.580153,-0.778626,0.659662,1.916084,-0.691041,-13.1277,-2.4066,-0.5479
3046,nan,nan,nan,nan,0,0,1.016339,-0.240617,9.354146,-3.480916,0.183206,-0.916030,0.652361,1.938031,-0.619194,-13.4718,-2.4096,-0.6413
3146,nan,nan,nan,nan,0,0,1.022324,-0.173580,9.294291,-3.984733,2.274809,-0.396947,0.700246,2.050152,-0.709087,-13.8664,-2.1976,-0.7330
3246,nan,nan,nan,nan,0,0,1.013944,-0.234632,9.388862,-5.801526,-4.320611,0.198473,0.618330,2.109384,-0.619592,-14.4513,-2.6123,-0.6101
3346,nan,nan,nan,nan,0,0,0.936133,-0.178368,9.069236,-5.526718,-0.900763,-0.549618,0.542512,2.169464,-0.965931,-15.0026,-2.7133,-0.6409
3446,nan,nan,nan,nan,0,0,1.036689,-0.160412,9.384074,-5.099236,-1.404580,-0.885496,0.608513,2.347660,-0.680889,-15.5102,-2.8719,-0.6901
3546,nan,nan,nan,nan,0,0,0.968455,0.000000,9.192538,-5.755725,-1.267176,-1.114504,0.535069,2.539552,-0.935064,-16.0820,-3.0238,-0.7637
3646,nan,nan,nan,nan,0,0,0.946907,-0.318429,9.197326,-5.526718,0.198473,-0.290076,0.509974,2.320663,-0.865549,-16.6330,-3.0127,-0.7971
3746,nan,nan,nan,nan,0,0,0.988805,-0.126893,9.168596,-5.465648,-0.213740,-0.564885,0.557522,2.578535,-0.969381,-17.1770,-3.0494,-0.8452
3846,nan,nan,nan,nan,0,0,1.013944,-0.094571,9.270349,-5.648855,-0.442748,-0.412214,0.574346,2.726237,-0.906417,-17.7405,-3.1039,-0.8715
3946,nan,nan,nan,nan,0,0,0.980426,-0.141258,9.206903,-4.870229,-1.664122,-0.778626,0.517832,2.737716,-0.975738,-18.2262,-3.2861,-0.8950
4046,nan,nan,nan,nan,0,0,0.985214,-0.064643,9.224860,-4.778625,-0.183206,-0.076336,0.523779,2.889150,-1.006006,-18.7040,-3.3059,-0.8965
4146,nan,nan,nan,nan,0,0,1.004368,-0.137667,9.378088,-5.877862,-2.809160,-0.030534,0.489869,2.962548,-0.864638,-19.2968,-3.5729,-0.8092
4246,nan,nan,nan,nan,0,0,0.907402,-0.184354,9.257182,-6.580152,-1.877863,0.259542,0.371191,2.982384,-1.002084,-19.9602,-3.7416,-0.7225
4360,55.591163,37.671600,178.699996,nan,11,1,0.985214,-0.134075,9.217677,-5.770992,-2.824427,-0.580153,0.404274,3.116336,-1.084311,-20.6213,-4.0668,-0.6746
4460,55.591163,37.671600,178.699996,nan,11,1,1.034295,-0.195127,9.342176,-5.022900,-2.900763,-0.671756,0.398458,3.180927,-0.968832,-21.1263,-4.3620,-0.6352
4560,55.591163,37.671600,178.699996,nan,11,1,1.063026,-0.031125,9.267955,-4.793893,-1.007634,-0.274809,0.424823,3.379380,-1.121876,-21.6066,-4.4659,-0.6245
4660,55.591163,37.671600,178.699996,nan,11,1,1.019930,-0.112527,9.200918,-5.007633,-1.923664,-0.305343,0.355290,3.355503,-1.185503,-22.1106,-4.6560,-0.5819
4760,55.591163,37.671600,178.699996,nan,11,1,0.791284,-0.247800,9.071631,-5.007633,0.137405,1.328244,0.136913,3.259516,-1.301426,-22.6210,-4.5932,-0.4637
4860,55.591163,37.671600,178.699996,nan,11,1,0.980426,-0.201113,9.330204,-4.412214,0.503817,-1.374046,0.319415,3.464903,-1.091903,-23.0505,-4.5996,-0.6104
4960,55.591163,37.671600,178.699996,nan,11,1,0.981623,-0.125696,9.382877,-5.862595,-2.229007,-0.213740,0.287268,3.645050,-1.109015,-23.6422,-4.8130,-0.5425
5060,55.591163,37.671600,178.699996,nan,11,1,1.039083,-0.050278,9.288306,-4.473282,-1.282443,-0.396947,0.336783,3.742491,-1.248894,-24.0908,-4.9464,-0.5274
5160,55.591163,37.671600,178.699996,nan,11,1,0.949301,-0.219069,9.228451,-6.687022,-2.091603,0.503817,0.215320,3.666317,-1.284606,-24.7708,-5.1168,-0.3955
5260,55.591163,37.671600,178.699996,nan,11,1,1.023521,-0.106542,9.390060,-4.167939,-2.198473,-1.435114,0.248068,3.897570,-1.205512,-25.1842,-5.3766,-0.4339
5360,55.591163,37.671600,178.699996,nan,11,1,0.976834,-0.033519,9.242816,-7.419847,0.442748,0.641221,0.229757,4.009983,-1.424990,-25.9299,-5.3092,-0.3945
5460,55.591163,37.671600,178.699996,nan,11,1,1.019930,-0.143652,9.153034,-5.572519,3.633588,-1.145038,0.336907,3.946538,-1.490987,-26.4628,-5.0325,-0.6575
5560,55.591163,37.671600,178.699996,nan,11,1,1.001973,-0.034716,9.427169,-3.496183,4.473282,0.442748,0.381009,4.214261,-1.323048,-26.7984,-4.6123,-0.8178
5660,55.591163,37.671600,178.699996,nan,11,1,0.957681,-0.104148,9.393651,-4.320611,0.076336,-0.793893,0.340233,4.199979,-1.356023,-27.2244,-4.6413,-0.8924
5760,55.591163,37.671600,178.699996,nan,11,1,1.028310,0.037110,9.520544,-3.267176,-2.198473,-1.954198,0.375831,4.429956,-1.325271,-27.5452,-4.9262,-0.9658
5860,55.591163,37.671600,178.699996,nan,11,1,0.980426,-0.185551,9.688138,-8.045802,-0.702290,1.328244,0.300151,4.435270,-1.140972,-28.3627,-4.9270,-0.8150
5960,55.591163,37.671600,178.699996,nan,11,1,0.837971,-0.159214,8.899249,-6.351145,-2.152672,0.595420,0.185677,4.174862,-1.903471,-29.0112,-5.0882,-0.6598
6060,55.591163,37.671600,178.699996,nan,11,1,1.132457,-0.102951,9.569624,-4.732824,0.030534,-2.381679,0.438028,4.611577,-1.356073,-29.4658,-5.2010,-0.8704
6160,55.591163,37.671600,178.699996,nan,11,1,1.090559,0.390255,9.630677,-0.061069,3.694656,-0.427481,0.483094,5.066889,-1.549240,-29.4520,-4.9004,-1.0903
6260,55.591026,37.671512,178.800003,nan,11,1,0.708684,0.064643,8.939949,-8.748092,1.312977,-0.045802,0.157168,4.566821,-2.089879,-30.3209,-4.7883,-1.1591
6373,55.591026,37.671512,178.800003,nan,11,1,0.521936,0.032322,9.308656,-8.610688,-7.297709,1.480916,-0.178479,4.871424,-1.859203,-31.3409,-5.4156,-0.5963
6473,55.591026,37.671512,178.800003,nan,11,1,1.054646,0.019154,9.179369,-1.847328,-5.022900,-2.305344,0.281643,4.814457,-1.925334,-31.5317,-5.9646,-0.5317
6573,55.591026,37.671512,178.800003,nan,11,1,0.932542,-0.079009,9.367315,-8.351145,-4.122138,-0.687023,0.079258,4.949809,-1.799429,-32.3832,-6.3518,-0.3738
6673,55.591026,37.671512,178.800003,nan,11,1,1.143231,-0.049081,9.150639,-3.007634,1.786260,-1.496183,0.341636,4.893453,-1.997618,-32.6593,-6.2811,-0.5972
6773,55.591026,37.671512,178.800003,nan,11,1,0.831985,0.028730,9.458294,-2.488550,3.053435,-0.274809,0.064237,5.159493,-1.836214,-32.8874,-6.0389,-0.7862
6873,55.591026,37.671512,178.800003,nan,11,1,0.878672,-0.118513,9.239225,-5.679389,-1.847328,-0.854962,0.094519,4.994188,-1.983700,-33.4584,-6.2404,-0.7576
6973,55.591026,37.671512,178.800003,nan,11,1,0.814029,-0.135272,9.100361,-1.297710,4.259542,-0.870229,0.109575,4.916130,-2.104886,-33.5546,-5.9330,-1.0668
7073,55.591026,37.671512,178.800003,nan,11,1,0.865504,0.074220,9.405622,2.488550,5.740458,-1.847328,0.244084,5.215349,-1.935126,-33.2567,-5.5568,-1.5406
7173,55.591026,37.671512,178.800003,nan,11,1,0.787692,0.166397,9.327811,-0.534351,2.290076,0.015267,0.216746,5.255917,-2.061680,-33.2981,-5.3644,-1.6655
7273,55.591026,37.671512,178.800003,nan,11,1,0.707487,0.065841,8.608353,-2.717557,6.213740,-1.511450,0.270634,4.802655,-2.632399,-33.5259,-4.9280,-2.1350
7373,55.591026,37.671512,178.800003,nan,11,1,0.025139,-0.092177,7.770381,-11.603053,-2.992366,-2.778626,-0.406154,4.364369,-3.389854,-34.6805,-5.3310,-2.2016
7473,55.591026,37.671512,178.800003,nan,11,1,0.954089,0.132878,10.149022,1.251908,-0.290076,5.969466,0.400064,5.863564,-1.476635,-34.6027,-5.0152,-1.6920
7573,55.591026,37.671512,178.800003,nan,11,1,1.004368,0.440533,7.994239,18.183206,14.519083,-3.160305,0.776055,4.656128,-3.262271,-32.6892,-3.9995,-2.7809
7673,55.591026,37.671512,178.800003,nan,11,1,0.622492,0.697910,9.519347,5.480916,2.519084,-8.641222,0.408979,5.632584,-2.086593,-32.0807,-4.2542,-3.6463
7773,55.591026,37.671512,178.800003,nan,11,1,0.854730,0.436942,9.289503,-6.763358,-3.038168,-3.679389,0.586670,5.365248,-2.185214,-32.7459,-4.7071,-3.7971
7873,55.591026,37.671512,178.800003,nan,11,1,1.051055,0.554258,10.280702,10.610688,-0.122137,-3.053435,0.740709,5.830757,-1.288529,-31.6642,-4.8825,-4.0481
7973,55.591026,37.671512,178.800003,nan,11,1,0.955286,0.142455,9.996990,1.022901,0.076336,-0.839695,0.611902,5.322828,-1.311607,-31.5554,-4.9201,-4.1239
8073,55.591026,37.671512,178.800003,nan,11,1,0.952892,0.344765,9.855731,-5.954198,-10.503817,1.114504,0.466042,5.526437,-1.596681,-32.2064,-5.7568,-3.4768
8173,55.591026,37.671512,178.800003,nan,11,1,1.309628,0.404620,9.742007,-1.664122,2.625954,-1.374046,0.880902,5.508564,-1.703239,-32.3469,-5.6079,-3.7344
8312,55.591026,37.671512,178.800003,nan,11,1,1.215057,0.567426,9.223663,-0.809160,3.312977,-1.709923,0.906943,5.371553,-2.243703,-32.4155,-5.3460,-4.1837
8412,55.591026,37.671512,178.800003,nan,11,1,1.407791,0.405817,9.549274,-3.328244,-1.068702,-0.366412,1.056199,5.445089,-1.896489,-32.7508,-5.4559,-4.1572
8512,55.591026,37.671512,178.800003,nan,11,1,0.873884,0.415394,8.927979,-6.381680,-2.625954,1.450381,0.521909,5.239919,-2.532319,-33.4142,-5.5982,-3.8920
8612,55.591026,37.671512,178.800003,nan,11,1,1.176750,0.210690,9.178173,-6.305344,1.969466,-2.717557,0.832659,5.261513,-2.237558,-34.0119,-5.5835,-4.2289
8712,55.591026,37.671512,178.800003,nan,11,1,0.894234,0.216675,8.881292,-5.007633,-0.992366,0.229008,0.558215,5.184670,-2.558786,-34.5199,-5.6530,-4.1540
8812,55.591026,37.671512,178.800003,nan,11,1,0.992397,0.478840,9.635465,1.526717,1.954198,-1.465649,0.686384,5.795829,-2.061099,-34.3443,-5.5750,-4.3867
8912,55.591026,37.671512,178.800003,nan,11,1,1.119289,0.088585,8.711303,-10.381679,-5.770992,-1.160305,0.731804,5.079428,-2.678444,-35.4049,-6.1170,-4.1558
9012,55.591026,37.671512,178.800003,nan,11,1,0.682347,0.165200,9.764752,-8.229008,-1.083969,-2.549618,0.260381,5.899182,-1.997993,-36.2123,-6.3530,-4.3016
9112,55.591026,37.671512,178.800003,nan,11,1,0.773327,0.331597,9.516952,0.061069,3.206107,-4.290076,0.437023,5.865408,-2.277615,-36.1465,-6.3478,-4.8405
9212,55.591026,37.671512,178.800003,nan,11,1,0.972046,0.305261,8.730457,-8.717557,-3.526717,-0.519084,0.625881,5.469458,-2.954480,-37.0368,-6.6632,-4.6734
9312,55.591026,37.671512,178.800003,nan,11,1,0.952892,0.482432,9.768343,-10.687023,-1.755725,3.770992,0.577625,6.388628,-2.362656,-38.1530,-6.5762,-4.2638
9412,55.591026,37.671512,178.800003,nan,11,1,1.041478,-0.148441,9.194932,-2.061069,6.015267,2.320611,0.710500,5.548669,-2.433662,-38.3373,-5.9598,-4.4542
9512,55.591026,37.671512,178.800003,nan,11,1,0.814029,0.209493,9.038112,-9.801527,2.656489,-2.351145,0.597114,5.854964,-2.896017,-39.2810,-5.8973,-4.8053
9612,55.591026,37.671512,178.800003,nan,11,1,0.469264,0.590171,8.657434,-16.778625,-7.938931,1.236641,0.227581,6.127214,-3.648311,-41.0207,-6.4335,-4.2038
9712,55.591026,37.671512,178.800003,nan,11,1,0.500388,0.124498,8.572440,-4.977099,1.969466,-2.045801,0.240938,5.770855,-3.451195,-41.4864,-6.4192,-4.4892
9812,55.591026,37.671512,178.800003,nan,11,1,1.570596,0.818817,9.392454,-14.961832,-15.145038,-9.404580,1.167320,6.939541,-3.338609,-43.0162,-8.1767,-4.1885
9912,55.591026,37.671512,178.800003,nan,11,1,1.358709,0.587777,5.463568,72.824424,93.679389,-39.740459,1.870209,3.222521,-5.545216,-34.3980,-4.0384,-13.5805
10012,55.591026,37.671512,178.800003,nan,11,1,0.609324,2.005144,10.044874,-39.786258,-72.351142,22.290075,0.650384,7.839384,-3.217839,-38.7950,-8.7491,-7.6392
10112,55.591026,37.671512,178.800003,nan,11,1,1.426944,0.205901,9.928755,1.969466,10.885497,-2.290076,1.276975,6.216827,-2.036249,-38.4656,-8.0441,-8.5098
10212,55.591026,37.671512,178.800003,nan,11,1,0.469264,1.126472,7.107188,-4.183206,7.755725,-1.618321,0.678794,5.290415,-4.953608,-38.7979,-7.5375,-9.1250
10353,55.591003,37.671504,178.800003,nan,11,1,1.631648,0.454898,9.817424,-9.801527,-3.893130,-0.503817,1.631648,6.513139,-2.446774,-40.2181,-8.0099,-8.8339
10454,55.591003,37.671504,178.800003,nan,11,1,1.040281,-0.356736,13.785814,-14.854961,-0.687023,6.763358,0.922351,8.882048,0.753492,-41.7981,-7.6218,-8.2619
10554,55.591003,37.671504,178.800003,nan,11,1,0.486023,1.048660,9.823410,-16.488550,-26.122137,13.297709,0.247154,7.568686,-3.443537,-43.8126,-8.6829,-5.5051
10654,55.591003,37.671504,178.800003,nan,11,1,0.924162,0.065841,9.363723,-23.221374,-16.396945,-3.893130,0.330780,6.806804,-3.318528,-46.2652,-10.1356,-4.6410
10754,55.591003,37.671504,178.800003,nan,11,1,0.162806,0.841562,5.673061,20.152671,24.854959,-4.198473,0.166196,4.550767,-6.316485,-43.8770,-8.7207,-6.7602
10854,55.591003,37.671504,178.800003,nan,11,1,0.730232,0.184354,10.413580,-3.908397,-15.954198,10.977099,0.195941,7.447987,-2.492351,-44.5588,-9.1099,-4.8410
10954,55.591003,37.671504,178.800003,nan,11,1,1.244985,1.279701,11.262325,40.473281,25.251909,0.381679,1.197443,8.167556,-1.939964,-40.2317,-7.2838,-6.6078
11054,55.591003,37.671504,178.800003,nan,11,1,2.646790,3.409343,11.443087,-12.290076,12.106870,3.572519,3.195891,9.803792,-3.230534,-41.3957,-6.1288,-7.1212
11154,55.591003,37.671504,178.800003,nan,11,1,-2.327164,-1.736993,13.632585,-140.488540,-105.190834,-8.534352,-4.389381,10.409865,-1.642811,-56.1227,-14.5841,-0.7693
11254,55.591003,37.671504,178.800003,nan,11,1,-1.825579,-1.940501,7.044939,-55.129768,-12.000000,-21.725191,-3.137659,5.327410,-5.505110,-61.5798,-17.0567,-0.9912
11354,55.591003,37.671504,178.800003,nan,11,1,1.085770,-1.775300,9.587581,-10.809160,-95.022903,2.900763,-2.117893,7.747863,-4.173050,-65.2671,-21.3241,7.8948
11454,55.591003,37.671504,178.800003,nan,11,1,1.412579,-1.097741,11.139024,-16.290075,-26.595417,15.969466,-2.452525,9.632781,-4.470648,-68.0999,-20.9864,11.2052
11554,55.591003,37.671504,178.800003,nan,11,1,2.252944,0.656011,11.413160,-1.022901,-30.137401,13.725191,-1.908777,10.787931,-5.838849,-69.4712,-20.8370,14.7484
11654,55.591003,37.671504,178.800003,nan,11,1,1.468843,-1.849521,7.717709,-10.000000,8.045802,3.160305,-1.737340,6.406832,-5.215853,-70.2266,-20.2589,14.0608
11754,55.591003,37.671504,178.800003,nan,11,1,2.108095,-0.202310,8.694544,19.938930,-21.587785,-7.160305,-1.505934,7.930071,-5.943202,-68.8931,-21.6630,15.9680
11854,55.591003,37.671504,178.800003,nan,11,1,2.501941,-0.107739,8.558074,-2.625954,-23.709920,21.709920,-1.408979,8.004837,-6.139321,-70.3448,-20.4915,19.1892
11954,55.591003,37.671504,178.800003,nan,11,1,2.747346,-1.526304,7.419631,-6.427480,-3.862595,38.946563,-0.925910,6.669961,-5.381410,-71.6131,-16.9537,20.9761
12054,55.591003,37.671504,178.800003,nan,11,1,2.501941,-1.769315,7.314286,15.786260,5.267175,65.969459,-0.848287,6.477602,-5.311092,-70.5164,-10.5274,22.6290
12154,55.591003,37.671504,178.800003,nan,11,1,3.277662,-1.877054,7.740454,8.564885,4.366412,80.396949,-0.025400,7.308645,-5.249887,-70.0818,-2.8024,24.9377
12254,55.590995,37.671516,178.199996,nan,11,1,2.946065,-1.200692,6.762423,-2.671756,16.473281,78.900756,0.287258,6.785140,-6.687245,-70.4047,5.1769,26.0783
12365,55.590995,37.671516,178.199996,nan,11,1,2.774880,-2.393005,8.857350,11.251908,-0.198473,80.076332,-0.131092,8.396008,-5.183994,-68.8838,13.5432,29.0923
12465,55.590995,37.671516,178.199996,nan,11,1,2.437297,-2.300828,8.146272,5.282443,4.320611,82.106872,0.040852,7.863723,-5.837246,-67.7401,21.3582,31.7203
12565,55.590995,37.671516,178.199996,nan,11,1,2.958036,-1.722628,8.037336,9.267176,7.664122,79.603042,0.357825,8.264200,-6.997530,-65.9116,29.0156,34.1965
12665,55.590995,37.671516,178.199996,nan,11,1,2.027889,-0.122104,9.306262,-1.664122,-6.885496,73.312980,-1.961939,9.050519,-7.576705,-64.0696,35.4274,38.3370
12765,55.590995,37.671516,178.199996,nan,11,1,1.310825,0.520739,10.675745,1.541985,-7.053435,57.954196,-3.531960,9.817441,-7.141305,-61.6614,40.3310,42.2255
12865,55.590995,37.671516,178.199996,nan,11,1,0.839168,0.341174,8.372524,10.030535,-1.114504,71.465644,-2.816171,7.605440,-7.538120,-57.6950,46.5682,46.8042
12965,55.590995,37.671516,178.199996,nan,11,1,0.424971,-0.377087,7.536947,-7.877862,4.717557,66.061065,-2.219824,6.786745,-7.328578,-55.1747,52.4039,51.3595
13065,55.590995,37.671516,178.199996,nan,11,1,0.233435,-0.824802,9.380483,2.305344,-12.519083,66.732826,-2.597761,8.350840,-6.307598,-48.6602,57.1670,59.2905
13165,55.590995,37.671516,178.199996,nan,11,1,0.207098,-0.277727,8.605958,-7.816794,-7.236642,48.366413,-2.957307,7.513107,-6.808303,-43.6489,60.3204,66.1849
13265,55.590995,37.671516,178.199996,nan,11,1,0.159214,-0.599748,8.470686,-10.381679,-8.229008,11.480916,-2.791632,7.378587,-6.660095,-42.2328,60.5174,69.0097
13365,55.590995,37.671516,178.199996,nan,11,1,0.043096,-0.379481,9.526529,-6.717557,-25.068702,8.244276,-3.595014,7.931217,-5.924345,-38.8446,59.2154,73.6737
13465,55.590995,37.671516,178.199996,nan,11,1,0.891840,-1.507150,8.973468,-29.007631,-4.809160,4.580152,-2.685837,8.119702,-6.574511,-40.6403,59.1281,74.9600
13565,55.590995,37.671516,178.199996,nan,11,1,2.093729,-1.816002,10.991781,-20.610685,1.068702,3.679389,-3.564040,10.349309,-6.858728,-42.3507,59.4489,75.3685
13665,55.590995,37.671516,178.199996,nan,11,1,2.330755,-3.033453,9.502587,-6.442748,20.839694,-29.374042,-1.683627,9.818100,-7.418401,-49.0513,59.0102,68.3358
13765,55.590995,37.671516,178.199996,nan,11,1,1.482011,-1.448492,8.682573,-12.045801,20.198471,-24.534351,-2.816195,8.247011,-7.873412,-55.4731,58.4809,62.2500
13865,55.590995,37.671516,178.199996,nan,11,1,0.859518,-2.067393,7.801506,-7.450381,16.183206,-38.076332,-2.019716,7.505265,-7.468249,-61.9113,56.2612,55.5715
13965,55.590995,37.671516,178.199996,nan,11,1,1.496376,-1.754950,8.538921,-4.198473,25.923662,-54.244270,-2.256570,8.398890,-8.194599,-69.5794,52.6962,46.8553
14065,55.590995,37.671516,178.199996,nan,11,1,1.121683,-2.042254,8.455123,-7.129770,13.572520,-53.374042,-2.132644,8.270519,-7.814561,-74.4060,48.1678,41.6836
14166,55.590995,37.671516,178.199996,nan,11,1,0.960075,-1.904587,10.672155,15.404581,36.961833,-64.259544,-2.783601,10.282098,-7.576379,-78.8164,42.9200,33.6764
14266,55.590984,37.671501,176.600006,nan,11,1,1.485602,0.428562,11.720815,-5.603054,13.603053,-63.694652,-4.181798,11.057516,-9.696719,-81.7664,36.9353,30.1671
14375,55.590984,37.671501,176.600006,nan,11,1,0.937330,-0.760159,9.612720,-1.664122,1.679389,-60.091602,-2.963695,9.143449,-8.592290,-82.7892,30.4791,28.7670
14475,55.590984,37.671501,176.600006,nan,11,1,0.907402,-0.644040,7.181408,-33.114501,-1.374046,-58.870223,-2.226333,6.890731,-9.196690,-86.4553,24.6214,28.0677
14575,55.590984,37.671501,176.600006,nan,11,1,0.017957,-1.662773,7.502231,-25.801525,-5.358778,-35.694656,-2.968640,6.885540,-8.125841,-88.8915,21.0256,28.4133
14675,55.590984,37.671501,176.600006,nan,11,1,0.671574,-2.403779,9.659407,-13.221375,-6.534351,-5.908396,-3.412677,9.153799,-7.783062,-89.9669,20.4222,29.1010
14775,55.590984,37.671501,176.600006,nan,11,1,1.323994,-1.780089,9.762358,-26.274808,-13.404580,-9.190840,-3.505137,9.334468,-8.908298,-92.0955,19.5024,30.5307
14875,55.590984,37.671501,176.600006,nan,11,1,1.561019,-0.213084,9.165004,-15.877862,2.000000,4.015267,-3.468324,8.581771,-10.702987,-93.7592,19.8963,30.3031
14976,55.590984,37.671501,176.600006,nan,11,1,1.084573,-2.041057,9.175779,-9.190840,7.374045,-8.717557,-3.354836,8.809275,-8.982710,-94.9356,18.9689,29.5742
15076,55.590984,37.671501,176.600006,nan,11,1,0.896629,-2.250550,7.020997,-11.541984,19.465646,-27.923662,-2.262733,6.985423,-8.689859,-96.6738,16.0194,27.7775
15176,55.590984,37.671501,176.600006,nan,11,1,0.165200,-2.782062,7.869741,2.213740,6.076336,-39.877861,-3.284300,7.461663,-8.007498,-96.4926,11.9880,27.6318
15276,55.590984,37.671501,176.600006,nan,11,1,0.749385,-1.479617,8.161834,-6.229008,-2.335878,-26.473279,-3.190367,7.685630,-9.461656,-97.0027,9.3841,28.1751
15376,55.590984,37.671501,176.600006,nan,11,1,-0.051475,-0.681150,8.675391,31.435111,13.358779,-40.061065,-4.034072,7.710320,-9.727567,-93.9976,5.2450,27.3262
15476,55.590984,37.671501,176.600006,nan,11,1,0.199916,0.727837,10.200497,12.045801,8.244276,-47.389308,-4.412800,9.144687,-11.040243,-92.8382,0.4601,26.8321
15576,55.590984,37.671501,176.600006,nan,11,1,0.888249,-1.570596,9.762358,4.167939,8.229008,-49.221374,-3.631026,9.158694,-8.584618,-92.4260,-4.4967,26.2539
15676,55.590984,37.671501,176.600006,nan,11,1,-0.381875,-2.425326,6.930017,-3.328244,10.610688,-48.458015,-3.666920,6.048078,-7.799755,-92.6916,-9.3831,25.3963
15776,55.590984,37.671501,176.600006,nan,11,1,0.211887,-2.302025,8.875307,-26.305341,-10.290077,-35.801525,-4.158462,8.045119,-8.358014,-95.5198,-12.9110,26.6085
15876,55.590984,37.671501,176.600006,nan,11,1,1.392228,-1.758541,9.734825,-15.893130,-8.213741,-5.450382,-3.464351,9.334504,-8.992463,-97.3085,-13.3745,27.5010
