time_ms,ax_raw,ay_raw,az_raw,gx_raw,gy_raw,gz_raw,temp_raw
32138,-15980,-268,-1726,-721,-34,-13,-3568
32148,-16048,-250,-1652,-722,-47,-17,-3565
32158,-15994,-280,-1668,-712,-38,-26,-3568
32168,-15996,-380,-1676,-709,-43,-45,-3567
32178,-16008,-342,-1712,-705,-54,-35,-3568
32188,-15982,-338,-1726,-702,-53,-37,-3569
32198,-15976,-290,-1760,-700,-49,-38,-3573
32208,-16016,-256,-1764,-706,-56,-36,-3569
32218,-16050,-336,-1672,-699,-83,-46,-3571
32228,-15982,-320,-1618,-711,-72,-52,-3568
32238,-15968,-268,-1696,-711,-57,-37,-3570
32248,-15954,-348,-1612,-708,-64,-38,-3571
32258,-16006,-314,-1646,-713,-69,-38,-3570
32268,-15936,-352,-1660,-707,-58,-45,-3573
32278,-16016,-350,-1722,-715,-42,-15,-3569
32288,-15998,-346,-1710,-718,-58,-7,-3566
32299,-16018,-344,-1706,-728,-72,-15,-3564
32309,-16012,-306,-1680,-723,-53,-7,-3567
32319,-16038,-306,-1694,-718,-55,-7,-3561
32329,-15958,-316,-1654,-723,-73,-25,-3565
32339,-16018,-280,-1624,-718,-55,-37,-3568
32349,-16000,-332,-1746,-709,-56,-49,-3564
32359,-15980,-352,-1626,-706,-67,-64,-3572
32369,-16000,-280,-1784,-704,-52,-67,-3574
32379,-15964,-334,-1708,-704,-52,-50,-3569
32389,-16034,-402,-1784,-714,-43,-32,-3572
32399,-16036,-380,-1724,-723,-58,-35,-3570
32409,-15998,-274,-1760,-724,-57,-29,-3575
32419,-16008,-270,-1600,-716,-52,-42,-3566
32429,-16008,-270,-1600,-716,-52,-42,-3566
32439,-15994,-278,-1662,-699,-39,-44,-3570
32449,-15994,-344,-1732,-695,-30,-25,-3566
32459,-15964,-310,-1854,-705,-28,-19,-3566
32470,-16018,-378,-1786,-723,-60,-24,-3566
32480,-15988,-376,-1692,-733,-77,-22,-3571
32490,-16054,-344,-1630,-723,-71,-37,-3575
32500,-15978,-300,-1664,-711,-65,-38,-3571
32510,-15974,-290,-1576,-707,-60,-33,-3571
32520,-16030,-346,-1568,-704,-58,-36,-3570
32530,-15988,-264,-1696,-704,-57,-33,-3568
32540,-16072,-318,-1750,-699,-58,-42,-3565
32550,-16034,-350,-1782,-699,-55,-59,-3565
32560,-15986,-298,-1736,-698,-51,-80,-3566
32570,-16052,-344,-1732,-709,-49,-54,-3571
32580,-15996,-280,-1662,-708,-57,-40,-3573
32590,-16004,-318,-1714,-712,-66,-21,-3574
32600,-16020,-270,-1630,-724,-86,-12,-3566
32610,-16036,-324,-1634,-730,-75,-25,-3568
32620,-16024,-368,-1680,-721,-63,-22,-3565
32630,-15946,-388,-1778,-720,-60,-18,-3574
32640,-16052,-358,-1706,-721,-42,-6,-3571
32650,-16000,-356,-1642,-717,-49,-11,-3574
32660,-16010,-270,-1714,-706,-48,-29,-3575
32670,-16034,-298,-1690,-701,-47,-45,-3575
32680,-15990,-306,-1666,-695,-66,-72,-3567
32690,-16008,-346,-1594,-713,-88,-59,-3572
32700,-15974,-408,-1658,-720,-64,-49,-3568
32710,-16026,-366,-1736,-728,-37,-19,-3575
32720,-15994,-356,-1728,-734,-44,-2,-3569
32730,-15982,-354,-1778,-737,-47,-1,-3566
32740,-16050,-274,-1646,-717,-55,-1,-3564
32750,-15982,-272,-1558,-706,-51,-35,-3569
32760,-16008,-274,-1628,-697,-54,-44,-3570
32770,-15970,-270,-1636,-701,-68,-61,-3569
32780,-16036,-342,-1706,-697,-59,-81,-3572
32790,-16022,-420,-1702,-697,-53,-90,-3570
32800,-16048,-338,-1726,-690,-41,-61,-3572
32811,-15966,-382,-1752,-697,-65,-51,-3561
32821,-15988,-370,-1660,-722,-61,-24,-3563
32831,-16014,-360,-1678,-712,-52,-7,-3568
32841,-16060,-242,-1728,-711,-47,-6,-3573
32851,-16038,-256,-1660,-704,-73,-39,-3568
45346,17116,-322,-498,-708,-40,-113,-3532
45356,17116,-322,-498,-708,-40,-113,-3532
45366,17122,-340,-694,-710,-42,-90,-3542
45376,17062,-208,-786,-708,-22,-44,-3534
45386,17004,-168,-848,-705,-50,5,-3541
45396,17120,-272,-690,-710,-83,54,-3536
45406,17120,-272,-690,-710,-83,54,-3536
45416,17024,-360,-494,-704,-104,19,-3532
45426,17074,-388,-476,-698,-87,-57,-3534
45436,17106,-386,-590,-698,-71,-92,-3529
45446,17106,-248,-700,-706,-61,-81,-3538
45456,16964,-284,-832,-699,-90,-36,-3537
45466,17000,-230,-922,-694,-96,-79,-3536
45476,17100,-320,-818,-703,-30,-102,-3534
45486,17088,-216,-652,-708,-24,-83,-3540
45496,17106,-262,-572,-711,-67,-27,-3542
45506,17042,-276,-566,-712,-52,12,-3538
45516,17094,-278,-578,-708,-70,25,-3538
45526,17000,-360,-614,-700,-96,23,-3532
45536,16978,-346,-690,-690,-170,1,-3530
45546,17056,-240,-786,-690,-163,-55,-3537
45556,16988,-306,-810,-693,-72,-92,-3539
45566,17106,-306,-778,-698,-30,-121,-3536
45576,17144,-256,-714,-696,1,-83,-3534
45586,17018,-214,-610,-699,5,-29,-3529
45596,17050,-214,-598,-700,19,-31,-3541
45606,17190,-310,-642,-690,-20,-10,-3533
45616,17070,-382,-564,-691,-32,8,-3534
45626,16988,-368,-644,-691,-37,-15,-3537
45636,16986,-252,-640,-695,-59,-78,-3533
45646,17100,-234,-686,-690,-107,-74,-3539
45656,17116,-272,-722,-693,-91,-43,-3536
45666,17074,-326,-770,-700,-58,-25,-3528
45676,17070,-192,-798,-696,-65,-4,-3530
45686,17058,-236,-868,-707,-68,14,-3535
45696,17022,-252,-680,-700,24,-6,-3526
45706,17018,-348,-654,-699,20,-19,-3532
45716,17038,-344,-670,-696,9,-65,-3531
45726,17026,-224,-592,-694,55,-120,-3529
45736,17072,-254,-602,-697,61,-130,-3532
45746,17014,-318,-656,-699,0,-93,-3534
45756,17148,-286,-658,-691,-93,-84,-3528
45766,16976,-186,-698,-688,-111,-70,-3534
45776,17204,-316,-972,-685,-140,-85,-3537
45786,16970,-272,-632,-692,148,-213,-3535
45796,16856,-350,-382,-686,52,-259,-3530
45806,17834,-306,-1328,-681,-26,-221,-3529
45816,16612,-142,-460,-721,1205,-298,-3531
45826,16742,-18,-108,-711,911,-219,-3529
45836,17016,-438,-708,-687,-321,48,-3534
45846,17270,-534,-868,-678,-455,-48,-3532
45856,16810,-256,-300,-699,69,-262,-3528
45867,17168,-44,-274,-687,-34,-247,-3530
45877,17014,-346,-584,-686,-348,17,-3527
45887,17264,-462,-950,-693,-252,-58,-3533
45897,17026,-214,-716,-699,31,-188,-3531
45907,16896,-68,-722,-698,-7,-162,-3532
45917,17100,-108,-746,-700,-159,-125,-3535
45927,17212,-254,-750,-705,-201,-45,-3534
45937,17224,-226,-530,-714,-41,1,-3537
45947,16980,-292,-494,-717,47,67,-3532
45957,16912,-384,-656,-711,-146,63,-3527
45967,17082,-284,-520,-696,-101,-128,-3525
45977,17036,-266,-430,-701,-20,-224,-3533
45987,17144,-206,-662,-699,-146,-170,-3529
45997,17168,-126,-716,-695,-128,-134,-3528
46007,17106,-24,-702,-699,-50,-69,-3527
46017,17082,-212,-878,-700,-144,47,-3527
46027,16982,-258,-780,-715,-205,168,-3529
46038,16874,-434,-688,-727,97,6,-3531
46048,17452,-178,-348,-706,224,-128,-3531
46058,16966,-412,-536,-717,3,100,-3538
46068,16956,-342,-538,-714,145,-51,-3532
46078,17090,-222,-586,-707,204,-182,-3528
46088,16934,-232,-660,-704,68,-131,-3533
46098,17130,-168,-842,-704,-126,-102,-3534
46108,17240,-112,-918,-705,-79,-85,-3533
46118,17162,-114,-752,-712,42,-30,-3527
46128,16900,-228,-592,-718,133,31,-3533
46138,17094,-174,-358,-704,43,101,-3534
46148,17046,-290,-628,-699,-291,306,-3536
46158,17118,-376,-702,-693,-278,238,-3532
46168,17222,-396,-774,-693,111,61,-3531
46178,16894,-324,-480,-698,465,-53,-3537
46188,17274,-208,-880,-708,425,-73,-3529
46198,16892,-128,-750,-723,851,-123,-3532
46208,16606,-216,-428,-725,732,-180,-3527
46218,16940,-332,-398,-717,-15,-180,-3522
46228,17084,-246,-306,-715,-543,-80,-3529
46238,17192,-188,-424,-711,-714,15,-3532
46248,17202,-240,-540,-714,-424,-12,-3532
46258,17178,-258,-586,-719,-89,-45,-3533
46268,17018,-326,-794,-714,38,-21,-3532
46278,16918,-194,-758,-707,54,-69,-3536
46288,17022,-134,-792,-699,-103,-76,-3525
46298,17118,-236,-600,-704,-84,-87,-3529
46308,17172,-300,-332,-711,11,-73,-3527
46318,17086,-274,-384,-714,-50,25,-3532
46328,16974,-260,-448,-703,-144,71,-3530
46338,16946,-186,-658,-704,-240,69,-3527
46348,17012,-330,-844,-697,-373,48,-3537
46358,17028,-290,-782,-693,-368,4,-3535
46368,17062,-194,-856,-696,-299,-55,-3527
46379,17218,-190,-822,-700,-200,-94,-3531
46389,17154,-152,-692,-708,33,-93,-3533
46399,17090,-254,-502,-722,151,-18,-3535
46409,17050,-306,-602,-722,182,7,-3534
46419,16956,-298,-556,-711,198,-43,-3534
46429,17002,-298,-542,-703,117,-105,-3534
46439,17016,-206,-498,-701,-6,-92,-3535
46449,17086,-238,-662,-703,-140,-2,-3528
46459,16968,-192,-700,-700,-223,58,-3527
46469,17054,-180,-676,-703,-260,67,-3535
46479,17142,-298,-820,-703,-224,80,-3528
46489,17094,-300,-724,-701,-82,61,-3528
46499,17040,-198,-570,-708,23,18,-3532
46509,17004,-276,-498,-702,-89,24,-3536
46519,17060,-342,-514,-692,-273,70,-3534
46529,17214,-362,-654,-682,-412,110,-3533
46539,17330,-130,-696,-693,-138,89,-3529
46550,16784,-174,-666,-707,160,130,-3529
46560,17064,-392,-692,-697,-302,41,-3531
46570,17066,-288,-646,-697,-280,-44,-3531
46580,17084,-180,-486,-698,-193,-111,-3534
46590,17194,-226,-504,-702,-114,-104,-3533
46600,17162,-278,-608,-710,-54,-44,-3534
46610,17046,-358,-716,-712,-46,36,-3538
46620,17070,-202,-824,-712,-84,70,-3536
46630,17008,-212,-734,-708,-50,37,-3533
46640,17076,-308,-704,-710,-113,56,-3533
46650,17340,-240,-808,-719,-2,78,-3524
46660,16738,-254,-474,-734,326,118,-3527
46670,16820,-466,-492,-722,66,53,-3528
46680,17078,-490,-602,-713,-98,-113,-3531
46690,17092,-376,-594,-710,-11,-215,-3531
46700,17100,-226,-500,-712,25,-236,-3534
46710,17072,-130,-590,-707,-91,-160,-3530
46720,17128,-198,-704,-703,-173,-54,-3525
46730,17100,-310,-832,-711,-176,46,-3532
46740,17004,-292,-830,-718,-146,90,-3530
46750,16986,-252,-686,-716,-104,46,-3535
46760,17040,-302,-688,-713,-63,2,-3526
46770,17072,-384,-498,-721,85,-83,-3523
46780,17084,-414,-540,-717,80,-102,-3522
46790,16976,-272,-404,-717,18,-106,-3530
46800,16994,-172,-606,-709,-107,-116,-3528
46810,17072,-280,-756,-709,-259,-87,-3530
46820,17154,-258,-910,-702,-273,-45,-3530
46830,17050,-170,-804,-707,-122,-35,-3533
46840,17112,-196,-760,-710,-52,-3,-3528
46850,17060,-224,-680,-705,3,8,-3526
46860,17086,-346,-588,-701,12,44,-3524
46870,16982,-352,-524,-719,78,43,-3526
46880,16928,-344,-514,-709,73,-18,-3530
46891,16964,-318,-582,-713,-68,-68,-3529
46901,17034,-260,-626,-720,-163,-122,-3528
46911,17114,-268,-784,-717,-149,-153,-3531
46921,17126,-188,-832,-715,-65,-176,-3523
46931,17142,-156,-802,-709,37,-140,-3524
46941,17030,-224,-652,-713,75,-62,-3529
46951,17056,-266,-696,-711,53,18,-3534
46961,17050,-354,-548,-708,43,42,-3532
46971,17032,-318,-528,-701,1,41,-3536
46981,17020,-292,-524,-711,-77,29,-3532
46991,17000,-332,-498,-705,-115,-8,-3534
47001,17066,-286,-632,-700,-147,-41,-3529
47011,17060,-294,-638,-697,-186,-75,-3531
47021,17086,-198,-732,-698,-182,-85,-3530
47031,17164,-222,-744,-697,-179,-42,-3531
47041,17138,-200,-780,-704,-70,-22,-3526
47051,17102,-264,-778,-700,92,-8,-3530
47062,17058,-264,-650,-702,181,-13,-3529
47072,17030,-310,-570,-704,138,1,-3529
47082,16952,-318,-500,-700,-21,29,-3531
47092,16972,-364,-562,-700,-215,5,-3527
47102,17048,-386,-582,-695,-277,-32,-3521
47112,17048,-386,-582,-695,-277,-32,-3521
47122,17100,-172,-780,-697,-282,-61,-3533
47132,17150,-166,-894,-706,-194,-26,-3533
47142,17134,-156,-800,-702,-94,-5,-3531
47152,17076,-290,-772,-705,-35,50,-3529
47162,17064,-354,-584,-708,37,40,-3530
47172,16948,-334,-542,-700,16,-4,-3528
47182,16966,-312,-516,-706,-54,-61,-3530
47192,17052,-328,-614,-701,-78,-120,-3530
47202,17074,-314,-570,-713,-123,-103,-3537
47212,17018,-174,-652,-704,-238,-48,-3536
47222,17062,-210,-828,-705,-285,-13,-3528
47232,17130,-272,-928,-710,-238,-7,-3531
47242,17110,-310,-968,-714,-126,-17,-3533
47252,17056,-264,-754,-714,2,-72,-3533
47262,17060,-266,-650,-720,36,-87,-3534
47272,17090,-304,-520,-718,0,-70,-3532
47282,17102,-368,-544,-711,-41,-53,-3531
47292,17050,-416,-558,-713,6,-88,-3531
47302,17070,-372,-646,-709,38,-143,-3527
47312,17002,-240,-698,-705,-30,-158,-3529
47322,17124,-184,-726,-698,-145,-144,-3527
47332,17088,-242,-830,-702,-172,-74,-3525
47342,17134,-266,-864,-707,-119,-8,-3529
47352,17044,-258,-818,-712,-3,39,-3527
47362,17056,-318,-648,-712,111,25,-3527
47372,17090,-344,-588,-710,198,-18,-3526
47382,17002,-342,-482,-702,125,-38,-3527
47392,17042,-284,-532,-701,-15,-52,-3531
47403,16994,-284,-514,-708,-38,-96,-3525
47413,17062,-352,-646,-699,-93,-109,-3524
47423,17112,-292,-624,-697,-107,-75,-3526
47433,17046,-186,-716,-699,-176,-13,-3519
47443,17096,-216,-834,-704,-238,59,-3522
47453,17110,-322,-900,-709,-110,15,-3529
47463,17090,-234,-706,-711,120,-68,-3529
47473,17040,-278,-600,-720,105,-74,-3529
47483,16990,-302,-628,-717,-25,-15,-3525
47493,17102,-296,-558,-718,50,-87,-3530
47503,17048,-342,-500,-715,181,-156,-3535
47513,17028,-240,-556,-707,83,-150,-3522
47523,16980,-180,-682,-703,-133,-61,-3526
47533,17036,-142,-746,-693,-212,-24,-3522
47543,17106,-298,-758,-698,-91,-56,-3523
47553,17114,-400,-660,-706,-4,-65,-3527
47563,17074,-260,-602,-711,-35,-37,-3525
47574,16998,-222,-590,-708,-110,29,-3527
47584,17034,-282,-680,-706,-122,42,-3534
47594,17064,-408,-614,-708,5,-26,-3533
47604,17084,-376,-538,-711,77,-80,-3531
47614,17050,-280,-640,-703,31,-75,-3529
47624,17022,-184,-614,-703,34,-98,-3526
47634,17090,-220,-708,-705,51,-107,-3528
47644,17124,-284,-694,-707,-19,-18,-3525
47654,17020,-206,-608,-705,-37,28,-3523
47664,17020,-206,-608,-705,-37,28,-3523
47674,17040,-406,-590,-707,26,-13,-3522
47684,17064,-376,-486,-704,-93,14,-3523
47694,17012,-212,-550,-702,-188,40,-3518
47704,17102,-188,-556,-706,-254,49,-3530
47714,17046,-336,-738,-707,-312,98,-3527
47724,17098,-336,-770,-708,-264,55,-3522
47734,17006,-370,-722,-709,-138,5,-3528
47744,17032,-290,-724,-701,-156,-36,-3531
47754,17144,-254,-642,-698,-200,-35,-3530
47764,17008,-334,-632,-707,-128,21,-3522
47774,17112,-388,-726,-707,68,-44,-3519
47784,17024,-308,-632,-712,237,-102,-3526
47794,16956,-280,-540,-701,110,-110,-3524
47804,17028,-322,-762,-711,-106,-83,-3529
47814,17166,-322,-770,-708,-34,-115,-3526
47824,17124,-294,-696,-709,134,-126,-3524
47834,17024,-256,-616,-708,293,-155,-3524
47844,16964,-228,-430,-705,250,-123,-3523
47854,17054,-222,-480,-704,-67,-32,-3525
47864,17062,-228,-618,-699,-268,40,-3520
47874,17140,-348,-742,-705,-261,66,-3521
47884,17038,-376,-726,-704,-186,57,-3522
47894,17002,-240,-632,-707,-167,21,-3520
47904,17068,-218,-586,-704,-247,25,-3527
47915,17140,-338,-644,-708,-370,99,-3525
47925,17130,-336,-738,-703,-311,122,-3527
47935,17044,-374,-826,-703,-18,33,-3526
47945,17132,-266,-688,-712,226,-96,-3531
47955,16844,-270,-490,-706,226,-114,-3528
47965,17042,-306,-634,-701,-82,-90,-3526
47975,17138,-308,-708,-703,-100,-76,-3527
47985,17036,-282,-588,-706,71,-94,-3521
47995,17042,-258,-552,-710,71,-122,-3526
48005,16976,-318,-562,-709,-34,-104,-3526
48015,17044,-268,-588,-703,-235,-63,-3522
48025,17076,-260,-780,-706,-340,-29,-3524
48035,17136,-286,-824,-711,-140,-65,-3525
48045,17096,-246,-656,-708,199,-150,-3521
48055,17074,-222,-498,-709,241,-113,-3524
48065,17026,-204,-540,-711,-55,12,-3525
48075,17070,-246,-606,-701,-309,104,-3526
48086,17150,-336,-778,-711,-304,125,-3529
48096,17096,-350,-742,-713,-39,51,-3531
48106,16946,-384,-682,-717,212,-52,-3527
48116,17008,-314,-544,-708,251,-162,-3524
48126,17080,-224,-552,-704,140,-177,-3524
48136,17128,-224,-584,-703,-62,-97,-3524
48146,17162,-200,-592,-706,-205,7,-3525
48156,17080,-220,-718,-717,-255,115,-3525
48166,17112,-308,-902,-706,-261,163,-3530
48176,17036,-316,-730,-702,-8,59,-3525
48186,16982,-336,-656,-713,39,-19,-3516
48196,17018,-382,-542,-705,-43,-74,-3519
48206,17152,-208,-536,-697,0,-113,-3521
48216,17152,-208,-536,-697,0,-113,-3521
48226,17046,-242,-530,-705,8,-45,-3519
48236,17036,-322,-750,-698,-213,14,-3520
48246,17058,-304,-896,-704,-176,-18,-3527
48256,17098,-288,-812,-707,149,-148,-3517
48266,17032,-240,-518,-707,396,-224,-3524
48276,17024,-238,-406,-708,202,-148,-3520
48286,17058,-238,-394,-700,-80,-39,-3525
48296,17054,-266,-526,-707,-222,43,-3527
48306,17098,-358,-706,-706,-252,56,-3523
48316,17004,-336,-770,-705,-112,-13,-3521
48326,16990,-276,-732,-697,-40,-89,-3518
48336,17074,-198,-734,-702,-117,-120,-3521
48346,17160,-210,-628,-703,-150,-56,-3519
48356,17136,-282,-694,-714,-92,15,-3524
48366,17032,-362,-706,-720,28,21,-3520
48376,16988,-294,-600,-705,19,-8,-3520
48386,16996,-308,-578,-704,-32,-75,-3522
48396,17036,-288,-520,-705,-23,-144,-3523
48406,17114,-262,-514,-707,-22,-140,-3522
48416,17054,-214,-510,-706,-48,-72,-3518
48427,17028,-258,-728,-705,-184,4,-3522
48437,17048,-262,-838,-704,-256,41,-3515
48447,17078,-210,-868,-709,-302,60,-3513
48457,17188,-232,-880,-712,-197,47,-3517
48467,17094,-286,-770,-719,126,-10,-3515
48477,17012,-346,-456,-722,309,-54,-3519
48487,16938,-392,-376,-710,130,-42,-3521
48497,17024,-376,-500,-700,-92,-52,-3513
48507,17064,-308,-504,-699,-143,-83,-3518
48517,17046,-196,-556,-700,-152,-98,-3518
48527,17082,-202,-714,-707,-144,-93,-3523
48537,17100,-268,-786,-705,-167,-62,-3518
48547,17080,-178,-820,-712,-226,-7,-3521
48557,17046,-206,-762,-710,-262,46,-3521
48567,17068,-308,-780,-719,-227,98,-3524
48577,17138,-374,-834,-718,-36,54,-3520
48587,16988,-366,-444,-724,284,-65,-3521
48598,16972,-290,-376,-715,228,-114,-3519
48608,17064,-282,-490,-698,-69,-95,-3522
48618,17104,-262,-650,-695,-239,-44,-3518
48628,17132,-218,-706,-697,-236,-18,-3515
48638,17104,-176,-802,-706,-128,-13,-3516
48648,17026,-276,-858,-713,-118,15,-3519
48658,17044,-244,-760,-709,-159,40,-3523
48668,17022,-256,-702,-715,-118,14,-3528
48678,17118,-322,-556,-713,-70,-19,-3517
48688,17128,-320,-560,-712,-35,-8,-3522
48698,17088,-340,-472,-719,-8,-10,-3521
48708,16970,-276,-534,-712,-27,-29,-3521
48718,17006,-284,-750,-706,-96,-39,-3521
48728,17024,-286,-746,-703,-129,-57,-3514
48738,17122,-248,-794,-705,-13,-122,-3512
48748,17016,-304,-694,-708,115,-164,-3512
48758,17062,-278,-632,-709,18,-138,-3516
48768,17120,-246,-580,-710,-8,-92,-3515
48778,17058,-280,-568,-713,-22,-36,-3511
48788,17094,-330,-692,-719,-120,10,-3519
48798,17030,-274,-710,-712,-38,-35,-3521
48808,17086,-284,-704,-706,-45,-38,-3521
48818,17064,-226,-732,-707,-106,-16,-3515
48828,17096,-248,-726,-710,-120,6,-3521
48838,17044,-346,-686,-711,-62,13,-3517
48848,17092,-332,-676,-709,-35,-18,-3518
48858,17036,-342,-530,-699,-87,-36,-3522
48868,17016,-292,-660,-700,-158,-44,-3518
48878,17146,-268,-646,-704,-196,-24,-3510
48888,17072,-264,-720,-705,-199,18,-3512
48898,17134,-266,-822,-708,-100,4,-3519
48908,17038,-228,-794,-702,108,-63,-3516
48918,17024,-314,-708,-707,108,-77,-3514
48928,17060,-254,-516,-706,40,-86,-3512
48939,17088,-288,-620,-704,33,-96,-3515
48949,17084,-288,-518,-710,27,-70,-3525
48959,17042,-236,-544,-711,-9,-47,-3519
48969,17026,-246,-628,-708,-39,-48,-3519
48979,17056,-316,-696,-709,-108,-50,-3517
48989,17098,-308,-754,-701,-177,-25,-3511
48999,17068,-234,-780,-708,-234,10,-3512
49009,17030,-300,-778,-705,-160,25,-3511
49019,17062,-340,-732,-710,-93,19,-3510
49029,17096,-294,-664,-707,-19,-28,-3511
49039,17054,-356,-570,-708,44,-43,-3519
49049,17046,-326,-608,-708,24,-67,-3522
49059,17042,-298,-614,-708,-16,-52,-3520
49069,17056,-264,-740,-707,-32,-58,-3517
49079,17098,-322,-728,-711,-7,-77,-3517
49089,17088,-226,-738,-707,27,-84,-3518
49099,17018,-234,-664,-708,-31,-48,-3512
49110,17038,-202,-548,-711,-127,7,-3512
49120,17102,-290,-632,-711,-194,55,-3514
49130,17104,-306,-602,-708,-151,73,-3513
49140,17036,-320,-558,-710,-43,42,-3513
49150,16954,-312,-642,-710,25,-19,-3517
49160,17018,-340,-638,-700,32,-97,-3525
49170,17100,-334,-604,-703,73,-137,-3521
49180,17030,-300,-648,-708,31,-116,-3517
49190,17054,-238,-714,-706,-33,-76,-3516
49200,17018,-258,-714,-709,-83,-31,-3516
49210,17054,-276,-784,-709,-108,-15,-3523
49220,17062,-300,-712,-707,-117,3,-3517
49230,17044,-290,-648,-704,-142,22,-3522
49240,17066,-336,-720,-706,-125,4,-3514
49250,17060,-320,-740,-706,43,-44,-3520
49260,17002,-352,-580,-707,126,-87,-3513
49270,17056,-336,-592,-704,23,-82,-3516
49280,17050,-306,-654,-702,-32,-66,-3517
49290,17020,-334,-652,-705,-11,-92,-3515
49300,17028,-322,-624,-712,-23,-94,-3518
49310,17042,-252,-654,-705,-82,-57,-3514
49320,17060,-232,-718,-705,-143,29,-3510
49330,17060,-232,-718,-705,-143,29,-3510
49340,17010,-248,-664,-712,-92,18,-3513
49350,17072,-318,-604,-706,-22,-43,-3513
49360,17114,-326,-606,-700,-16,-73,-3507
49370,17052,-318,-602,-704,23,-87,-3509
49380,17078,-230,-634,-711,50,-63,-3513
49390,17008,-238,-650,-708,-36,-22,-3515
49400,16994,-298,-684,-706,-136,-2,-3513
49410,17068,-282,-632,-709,-147,15,-3515
49420,17060,-310,-618,-712,-166,27,-3514
49430,17004,-276,-660,-706,-133,20,-3507
49440,16996,-312,-610,-708,-47,-34,-3512
49451,17048,-310,-660,-706,-15,-86,-3516
49461,17048,-278,-590,-711,-52,-84,-3513
49471,17046,-218,-648,-715,-83,-54,-3510
49481,17040,-284,-778,-714,-74,-37,-3514
49491,17018,-282,-726,-715,-13,-69,-3513
49501,17034,-274,-624,-710,1,-68,-3512
49511,17032,-252,-614,-712,-69,-38,-3521
49521,17020,-294,-608,-704,-131,-9,-3522
49531,17044,-296,-598,-709,-120,13,-3509
49541,17032,-342,-634,-712,-15,-28,-3515
49551,17008,-354,-616,-706,48,-75,-3515
49561,17070,-292,-600,-702,-64,-59,-3511
49571,17068,-218,-640,-704,-192,-13,-3518
49581,17048,-222,-740,-707,-201,19,-3521
49591,17084,-366,-732,-709,-121,8,-3520
49601,17030,-302,-670,-710,5,-42,-3517
49611,17110,-280,-636,-706,-35,-52,-3512
49622,17120,-260,-574,-706,-106,-9,-3511
49632,17088,-284,-698,-708,-153,40,-3509
49642,17076,-336,-728,-713,-110,43,-3511
49652,17050,-332,-682,-712,8,-14,-3508
49662,17016,-266,-696,-708,8,-64,-3509
49672,17062,-236,-594,-706,-111,-59,-3513
49682,17076,-272,-616,-704,-209,-5,-3509
49692,17128,-318,-640,-706,-201,34,-3513
49702,17038,-334,-714,-709,-147,36,-3516
49712,17092,-292,-652,-714,-64,-33,-3518
49722,17042,-244,-666,-709,2,-73,-3517
49732,17094,-318,-670,-707,-77,-32,-3510
49742,17040,-278,-672,-705,-141,19,-3513
49752,17118,-264,-672,-712,-86,17,-3518
49762,16990,-372,-690,-710,-2,-6,-3510
49772,17064,-326,-638,-706,13,-73,-3512
49782,17046,-286,-614,-706,52,-99,-3517
49792,17046,-236,-636,-713,18,-97,-3513
49802,17036,-312,-642,-702,-4,-69,-3519
49812,17032,-308,-620,-702,-74,-38,-3512
49822,17082,-304,-668,-704,-156,-10,-3511
49832,17072,-300,-728,-704,-138,-22,-3514
49842,17076,-254,-740,-702,-64,-44,-3510
49852,17046,-262,-658,-710,-11,-45,-3510
49862,17036,-264,-756,-711,-11,-39,-3512
49872,17012,-294,-696,-707,-35,-15,-3509
49882,17012,-294,-696,-707,-35,-15,-3509
49892,17018,-308,-688,-704,-2,-53,-3503
49902,17088,-294,-722,-704,-91,-86,-3517
49912,17054,-272,-640,-705,-79,-66,-3521
49922,17054,-272,-640,-705,-79,-66,-3521
49932,17092,-312,-714,-704,-27,-28,-3511
49942,17056,-312,-720,-705,-63,0,-3514
49952,17082,-282,-690,-716,-72,-2,-3518
49963,17024,-316,-626,-709,-77,-16,-3508
49973,17010,-340,-602,-701,-105,-14,-3512
49983,17066,-278,-508,-705,-103,-22,-3507
49993,17074,-378,-648,-704,-129,-24,-3508
50003,17090,-330,-650,-708,-115,-40,-3506
50013,17026,-288,-678,-702,-57,-60,-3512
50023,17056,-278,-732,-702,4,-77,-3513
50033,17064,-290,-642,-704,15,-79,-3518
50043,17090,-316,-674,-701,-24,-52,-3520
50053,17100,-256,-662,-704,-25,-13,-3511
50063,17098,-324,-570,-711,-33,1,-3514
50073,17060,-382,-616,-706,-64,-4,-3514
50083,17124,-408,-630,-711,-63,-34,-3511
50093,17092,-324,-692,-701,-61,-35,-3509
50103,17074,-286,-712,-699,-49,-29,-3510
50113,17032,-256,-708,-703,-82,-14,-3510
50123,17104,-344,-772,-706,-90,-24,-3507
50134,17042,-304,-740,-712,5,-55,-3510
50144,17060,-216,-632,-709,75,-73,-3509
50154,17022,-246,-530,-704,-9,-41,-3512
50164,17102,-308,-638,-707,-163,19,-3509
50174,17122,-326,-692,-704,-178,24,-3512
50184,17040,-302,-662,-705,-61,-14,-3513
50194,17044,-268,-674,-698,-49,-39,-3505
50204,17042,-244,-692,-701,-113,-23,-3501
50214,17120,-276,-706,-701,-119,-4,-3509
50224,17118,-290,-778,-708,-13,-20,-3512
50234,17100,-316,-670,-715,68,-19,-3516
50244,17024,-346,-632,-708,76,-26,-3513
50254,17032,-314,-572,-701,-14,-15,-3509
50264,17102,-342,-628,-706,-46,-38,-3513
